count,diagnosis,group_name,subgroup_name,male count,female count,age mean,age range,age minimum,age maximum,age median,rank,start_char,end_char,pmcid,final
17,ASMR,patients,,8.0,9.0,22.71,,0.0,0.0,0.0,0,8515,10517,6590446,
17,control,healthy,,8.0,9.0,22.76,,0.0,0.0,0.0,0,8515,10517,6590446,
15,IAD,patients,male,15.0,0.0,24.2,23-25,23.0,25.0,24.5,0,5148,7748,3506436,
14,healthy,healthy,male,14.0,0.0,24.6,21-28,21.0,28.0,24.5,0,5148,7748,3506436,
41,very preterm,patients,,,,,,,,,0,7719,9005,6306484,
32,full-term,healthy,,,,,,,,,0,7719,9005,6306484,
44,normal or corrected-to-normal vision,participants,right-handed individuals,20.0,0.0,22.4,18-28,18.0,28.0,22.4,0,33967,34994,7713359,
26,PDR,patients,,12.0,14.0,,,,,,0,5237,6642,7580186,
26,HCs,healthy,,12.0,14.0,,,,,,0,5237,6642,7580186,
15,,GM/M,,,,,,,,,0,9528,10634,3299676,
15,,novice players,,,,,,,,,0,9528,10634,3299676,
30,healthy,healthy,,13.0,17.0,25.75,5.5 years,25.0,30.0,25.5,0,5061,5906,5490670,
23,AD,patients,,,,,,,,,0,8159,10503,5220074,
21,bvFTD,patients,,,,,,,,,0,8159,10503,5220074,
25,,control subjects,,,,,,,,,0,8159,10503,5220074,
16,,,,,,22.4,,,,,0,7887,8178,4921464,
56,PD,patients,FOG-,,,,,,,,0,5908,8014,7568140,
31,PD,patients,FOG+,,,,,,,,0,5908,8014,7568140,
26,,healthy,,,,,,,,,0,5908,8014,7568140,
102,healthy,patients,women,0.0,102.0,23.64,18-35 years,18.0,35.0,23.64,0,7893,9127,4999060,
50,TBI patients,patients,,,,,,,,,0,7683,11332,6964811,
26,healthy control participants,healthy,,,,,,,,,0,7683,11332,6964811,
50,chronic tinnitus,patients,,,,,,,,,1,8767,11224,6909243,
55,healthy,subjects,,,,,,,,,1,8767,11224,6909243,
20,healthy,healthy,,0.0,0.0,,,,,,0,7653,8241,5531216,
28,fibromyalgia,patients,female,0.0,28.0,48.7,29-60,29.0,60.0,,1,5043,6427,3814958,
28,,healthy,female,0.0,28.0,48.8,30-63,30.0,63.0,,1,5043,6427,3814958,
19,healthy,healthy,male,19.0,0.0,21.5,4.9 years,,,,0,12112,12733,3347624,
19,healthy,healthy,,,,21.8,,,,,0,6051,6878,5928107,
42,ASD,patients,,,,,,,,,0,11123,13089,3842522,
48,TD,healthy,,,,,,,,,0,11123,13089,3842522,
18,,,,10.0,8.0,22.61,SD: 22.61.98 years,,,,0,8381,8948,3427359,
194,,,,,,,,,,,0,8422,11299,3960334,
147,,,,,,,,,,,0,8422,11299,3960334,
135,,,,,,,,,,,0,8422,11299,3960334,
263,,,,,,,,,,,0,8422,11299,3960334,
232,,,,,,,,,,,0,8422,11299,3960334,
120,,,,,,,,,,,0,8422,11299,3960334,
728,healthy adults,healthy,omnibus data,60.6,,30.3,,,,,0,17051,18870,6327084,
50,Group A,patients,subgroup 1,25.0,25.0,40.0,30-50,30.0,50.0,40.0,2,15658,19024,5149687,
60,Group B,patients,subgroup 2,30.0,30.0,45.0,35-55,35.0,55.0,45.0,2,15658,19024,5149687,
70,Group C,patients,subgroup 3,35.0,35.0,50.0,40-60,40.0,60.0,50.0,2,15658,19024,5149687,
12,high functioning autism or Asperger syndrome,patients,,11.0,1.0,28.7,,,,,0,9807,11046,3777707,
17,healthy,healthy,,15.0,2.0,27.6,,,,,0,9807,11046,3777707,
22,MTLE,patients,,,,,,,,,0,7759,9900,7836234,
19,,healthy,controls,,,,,,,,0,7759,9900,7836234,
20,SAD,patients,,10.0,10.0,23.6,20-27,20.0,27.0,23.6,0,8167,10333,5153555,
20,healthy,controls,,10.0,10.0,23.6,20-27,20.0,27.0,23.6,0,8167,10333,5153555,
161,healthy,healthy,,70.0,91.0,19.4,17-25,17.0,25.0,19.4,0,8592,9273,4214743,
15,,,,6.0,9.0,24.1,,,,,0,5831,6405,4987329,
25,healthy,healthy,,15.0,10.0,24.0,19-36,19.0,36.0,,0,5622,6076,3734351,
29,High PPI-R total scores,patients,relatively High,,,,,,,,0,8294,9983,8295253,
27,Low PPI-R total scores,patients,Low,,,,,,,,0,8294,9983,8295253,
61,,healthy,,0.0,32.0,233.3,20-30,20.0,30.0,,0,8294,9983,8295253,
49,controls,healthy,,0.0,0.0,,,,,,0,11146,13343,6434094,
11,preclinical AD,patients,,0.0,0.0,,,,,,0,11146,13343,6434094,
21,mild cognitive impairment due to AD (MCI),patients,,0.0,0.0,,,,,,0,11146,13343,6434094,
15,mild dementia due to AD,patients,,0.0,0.0,,,,,,0,11146,13343,6434094,
13,LEA,patients,children,,,,,,,,0,7383,9856,3791276,
20,Typically developing,healthy,children,,,,,,,,0,7383,9856,3791276,
20,younger adults,patients,females,,9.0,23.0,20-29,20.0,29.0,,0,13018,14166,7929978,
34,healthy community-dwelling older adults,patients,females,,24.0,63.0,61-80,61.0,80.0,,0,13018,14166,7929978,
1,episodic migraine,patients,EM,,,,,,,,0,8193,9613,7911420,
20,healthy,patients,group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,4,8297,10207,5805221,
15,patients,patients,group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,4,8297,10207,5805221,
44,GERD patients,patients,right-handed,7.0,2.0,56.7,5.9 yrs,56.7,56.7,56.7,1,8089,9447,3073936,
12,healthy controls,healthy,,5.0,6.0,38.0,3.7 yrs,38.0,38.0,38.0,1,8089,9447,3073936,
9,RE,patients,,7.0,2.0,56.7,5.9 yrs,56.7,56.7,56.7,1,8089,9447,3073936,
11,NERD+,patients,,6.0,5.0,44.5,3.9 yrs,44.5,44.5,44.5,1,8089,9447,3073936,
8,NERD-SI+,patients,,4.0,4.0,58.1,3.8 yrs,58.1,58.1,58.1,1,8089,9447,3073936,
11,NERD-SI-,patients,,5.0,6.0,47.9,2.2 yrs,47.9,47.9,47.9,1,8089,9447,3073936,
23,CD patients,patients,,9.0,0.0,57.2,40-82,40.0,82.0,,1,6427,7508,3641096,
22,healthy controls,healthy,,10.0,0.0,54.5,41-72,41.0,72.0,,1,6427,7508,3641096,
24,PD,patients,"physically active, non-demented and ambulatory individuals with PD",15.0,9.0,65.5,51-88,51.0,88.0,,0,10582,12704,8609487,
32,nondemented,volunteers,older right-handed subjects with self-reported age-related memory complaints,,,,,,,,0,7025,9305,3736548,
19,synaesthetes,patients,matched controls,,,,,,,,1,40107,40337,2919410,
17,Parkinsons,patients,mild-to-moderate stage,8.0,,61.0,47-73,47.0,73.0,,0,9082,11598,8410985,
18,,older adults,,8.0,,61.3,50-73,50.0,73.0,,0,9082,11598,8410985,
20,,younger adults,,10.0,,26.7,20-39,20.0,39.0,,0,9082,11598,8410985,
11,younger adults,patients,,6.0,5.0,26.5,18-34,18.0,34.0,25.0,0,7837,9324,7205008,
13,older adults,patients,,7.0,6.0,75.2,60-89,60.0,89.0,76.0,0,7837,9324,7205008,
20,healthy,patients,group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,10,27151,28919,3547013,
15,patients,healthy,group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,10,27151,28919,3547013,
20,healthy,patients,group A,10.0,10.0,25.0,20-30,20.0,30.0,25.0,2,26158,28050,7264824,
15,patients,healthy,group B,8.0,7.0,35.0,30-40,30.0,40.0,35.0,2,26158,28050,7264824,
34,healthy,healthy,,,,,,,,,0,13875,15009,6821801,
17,healthy,patients,young,,17.0,35.0,19-35,19.0,35.0,27.0,0,14682,15589,3674478,
60,,,,,,,,,,,0,7250,8174,4990879,
80,PD,patients,,,,,,,,,1,6942,7526,6025187,
52,,healthy,,,,,,,,,1,6942,7526,6025187,
74,healthy,healthy,,,,,,,,,0,6744,7259,6132644,
28,healthy,healthy,,0.0,0.0,,,,,,0,7643,8541,4689787,
9,,NFB,,0.0,9.0,27.1,20-34,20.0,34.0,,0,7643,8541,4689787,
9,,CTL,,0.0,9.0,27.2,18-38,18.0,38.0,,0,7643,8541,4689787,
31,NAION,patients,,20.0,11.0,0.0,,0.0,0.0,0.0,4,4940,6326,8517223,
31,,healthy,controls,0.0,0.0,0.0,,0.0,0.0,0.0,4,4940,6326,8517223,
15,early left hemisphere stroke,patients,,11.0,,64.0,44-84,44.0,84.0,,0,6472,7886,5474460,
21,healthy,controls,,11.0,20.0,62.7,55-77,55.0,77.0,,0,6472,7886,5474460,
16,healthy,patients,children,8.0,8.0,70.1,58-17,58.0,17.0,11.53,0,11431,14039,4064667,
50,depression,patients,group A,20.0,30.0,35.0,20-50,20.0,50.0,30.0,2,21441,23869,3420547,
40,healthy,healthy,group B,15.0,25.0,28.0,18-40,18.0,40.0,25.0,2,21441,23869,3420547,
14,healthy,healthy,,,,,,,,,0,6367,7509,4837161,
30,MDD,patients,,,,,,,,,1,4750,6853,7691246,
24,,adolescents,,12.0,,16.89,,,,,0,9796,11325,3874541,
19,,adults,,9.0,,26.83,,,,,0,9796,11325,3874541,
35,,,,,,,,,,,0,22821,24146,8471665,
16,pre-menopausal breast cancer survivors,patients,,0.0,16.0,0.0,18-45,0.0,0.0,0.0,0,8057,10151,6077172,
18,healthy controls,healthy,,0.0,18.0,0.0,18-45,0.0,0.0,0.0,0,8057,10151,6077172,
50,healthy,healthy,control,25.0,25.0,30.0,20-40,20.0,40.0,30.0,0,10255,12054,6731699,
100,patients,patients,epilepsy,60.0,40.0,35.0,25-45,25.0,45.0,35.0,0,10255,12054,6731699,
24,normal controls,healthy,NC,,,,,,,,1,7517,9239,8149589,
26,patients with no cognitive impairment,patients,SIVD-NCI,,,,,,,,1,7517,9239,8149589,
28,patients with mild cognitive impairment,patients,SIVD-MCI,,,,,,,,1,7517,9239,8149589,
4,typical PME phenotype,patients,,,,,,,,,0,16582,17117,5353703,
4,,healthy,,,,,,,,,0,16582,17117,5353703,
15,ASD,patients,youth,,,,,,,,0,10413,12058,5990012,
16,TD,controls,matched,,,,,,,,0,10413,12058,5990012,
57,FASD,children,righthanded,,,,8 to 10,8.0,10.0,,0,10017,10737,6236232,
22,healthy,healthy,motheradolescent dyads,,,,,,,,0,11684,12191,5716095,
59,healthy,healthy,,,,,,,,,0,30670,33103,5057137,
28,,NAP,,,,21.5,1.6,,,,0,30670,33103,5057137,
21,,NONAP,,,,22.1,2.1,,,,0,30670,33103,5057137,
35,healthy,healthy,,18.0,17.0,27.0,20-35,20.0,35.0,27.0,0,21568,23850,4748034,
5,high anxiety,patients,,5.0,5.0,,,,,,0,21568,23850,4748034,
7,low anxiety,patients,,3.0,4.0,,,,,,0,21568,23850,4748034,
15,mild state of presbycusis,patients,elderly,4.0,11.0,67.9,65-72,65.0,72.0,,0,5441,6964,4348517,
15,expressed presbycusis,patients,elderly,9.0,6.0,70.71,64-79,64.0,79.0,,0,5441,6964,4348517,
18,,controls,young,11.0,7.0,23.75,22-30,22.0,30.0,,0,5441,6964,4348517,
43,aMCI,patients,single-domain aMCI,,,,,,,,0,25301,26774,4941243,
30,healthy,controls,,,,,,,,,0,25301,26774,4941243,
28,,,,,,,,,,,1,6600,7813,4879128,
91,pontine stroke,patients,right-sided pontine stroke,28.0,,57.1,4080 years,,,,0,7605,9824,7929989,
35,,healthy,,,13.0,55.7,,,,,0,7605,9824,7929989,
22,typically developing adolescents,healthy,,16.0,6.0,16.0,,0.0,0.0,0.0,0,11779,14691,3701149,
12,adolescents with transient AHs,patients,,5.0,7.0,15.97,,0.0,0.0,0.0,0,11779,14691,3701149,
13,adolescents with a 22q11.2 Deletion Syndrome,patients,,9.0,4.0,16.14,,0.0,0.0,0.0,0,11779,14691,3701149,
16,healthy,healthy,,,6.0,23.4,20-31,20.0,31.0,,0,6548,10534,4352074,
17,NMOSD,patients,,,,,,,,,0,7697,9303,8785660,
16,MS,patients,,,,,,,,,0,7697,9303,8785660,
19,,healthy,,,,,,,,,0,7697,9303,8785660,
19,healthy,patients,male,19.0,0.0,35.0,25-45,25.0,45.0,35.0,4,8530,10144,5322448,
11,healthy,patients,female,0.0,11.0,30.0,20-40,20.0,40.0,30.0,4,8530,10144,5322448,
20,neurotypical controls,healthy,,,,,,,,,0,6901,9141,3544832,
20,normally intelligent individuals with ASD,patients,,,,,,,,,0,6901,9141,3544832,
158,,OSU,,97.0,61.0,,,,,,0,10503,14240,4468216,
50,,CS,,22.0,28.0,,,,,,0,10503,14240,4468216,
13,deaf native signers,patients,female,0.0,6.0,27.4,18-49,18.0,49.0,,0,10351,12310,3480647,
13,hearing non-signers,patients,female,0.0,6.0,29.4,18-43,18.0,43.0,,0,10351,12310,3480647,
23,healthy,healthy,,15.0,8.0,28.4,19-39,19.0,39.0,,0,8078,8888,4075334,
15,,,,,,,,,,,0,22327,26276,2572210,
39,aphasia,patients,,,,,,,,,0,11355,12649,5266856,
37,,healthy,,,,,,,,,0,11355,12649,5266856,
25,pituitary tumor patients,patients,,,,,,,,,1,13397,14153,4981336,
25,age- and sex-matched HCs,healthy,,,,,,,,,1,13397,14153,4981336,
12,idiopathic PD,patients,mild to moderate clinical symptoms,12.0,0.0,,,,,,0,6374,8656,4525020,
18,,healthy,gender and age matched,,,,,,,,0,6374,8656,4525020,
30,IGD,patients,college students,,,,,,,,0,9813,12598,8476857,
25,HC,healthy,matched HCs,,,,,,,,0,9813,12598,8476857,
24,dyslexia,children,,15.0,9.0,10.75,7 years; 10 months to 13 years; 8 months,7.83,13.67,10.5,0,17710,21004,6296514,
19,healthy,students,,9.0,0.0,24.8,20-30,20.0,30.0,24.8,0,5378,6235,4228502,
20,,medical students,final year (Year 5) UK medical students,,,,,,,,0,8041,9467,8566838,
16,healthy,healthy,,0.0,0.0,0.0,,0.0,0.0,0.0,0,4814,5884,4080327,
23,healthy,patients,women,0.0,23.0,20.2,19-24,19.0,24.0,20.2,0,9794,11130,6204485,
100,depression,patients,unipolar,40.0,60.0,35.0,20-60,20.0,60.0,30.0,1,11784,14440,7859100,
50,healthy,healthy,control,25.0,25.0,40.0,30-50,30.0,50.0,40.0,1,11784,14440,7859100,
18,healthy,healthy,,13.0,0.0,21.3,,0.0,0.0,0.0,0,5629,5969,2774401,
19,healthy,patients,female,0.0,19.0,26.4,21-39,21.0,39.0,,0,7432,8441,8785639,
10,healthy,healthy,volunteers,10.0,0.0,32.0,5 years,32.0,32.0,32.0,0,8666,9479,2515325,
16,Psychogenic Erectile Dysfunction,patients,EDp,16.0,0.0,33.4,19-63,19.0,63.0,,0,7108,10770,4134311,
19,,healthy,HC,19.0,0.0,33.5,21-67,21.0,67.0,,0,7108,10770,4134311,
954,healthy,patients,developmental/psychiatric/neurologically-impaired,0.0,0.0,0.0,,0.0,0.0,0.0,0,13594,17056,3797465,
315,,,,,,,,,,,0,13594,17056,3797465,
25,PTSD,patients,,15.0,10.0,35.0,20-50,20.0,50.0,30.0,0,15916,19289,7689411,
21,healthy,healthy,,12.0,9.0,28.0,22-40,22.0,40.0,25.0,0,15916,19289,7689411,
539,ASD,patients,ASD,,,,,,,,0,6880,7392,4795711,
573,typical controls,healthy,typical controls,,,,,,,,0,6880,7392,4795711,
30,,,,,,,,,,,0,11651,14849,6565807,
34,schizophrenia,patients,,23.0,11.0,35.9,1 to 10 episodes,26.3,35.9,35.9,0,9232,11811,3791293,
36,healthy,controls,,25.0,11.0,32.4,,32.4,32.4,32.4,0,9232,11811,3791293,
29,idiopathic PD,patients,,,,,,,,,0,6970,10968,8287987,
29,,healthy,control subjects,,,,,,,,0,6970,10968,8287987,
20,,participants,,10.0,10.0,26.5,20-33,20.0,33.0,26.5,0,14989,15518,3840899,
11,healthy,normal,subjects,0.0,6.0,31.0,25-38,25.0,38.0,,0,7753,11701,3132672,
100,hypertension,patients,,,,,,,,,0,4875,6625,5027048,
19,,,,9.0,10.0,23.75,18-37,18.0,37.0,23.5,0,10375,11148,4098114,
20,healthy,students,undergraduate,,,18.9,,,,,0,20757,21419,4159987,
20,healthy,participants,right-handed,,10.0,,18-29,18.0,29.0,,0,11965,12472,5758503,
8,healthy,healthy,limb-intact,4.0,4.0,39.5,24-55,24.0,55.0,39.5,0,7151,8064,8088358,
16,traumatic upper-limb amputees,patients,,,,,,,,,0,7151,8064,8088358,
94,healthy,siblings,,,,,1860 years,18.0,60.0,,0,9591,10623,4585217,
57,healthy,control,,,,,1860 years,18.0,60.0,,0,9591,10623,4585217,
33,schizophrenia,patients,with paranoid subtype,,,,,,,,0,6392,7669,3458074,
30,,healthy,,,,,,,,,0,6392,7669,3458074,
6,healthy,control,subjects,2.0,4.0,,24-53,,,,0,6617,6811,4109700,
19,healthy,healthy,,,,26.0,19-36,19.0,36.0,,0,19129,19575,3345356,
29,,participants,,,,25.2,20-35 years,20.0,35.0,,0,6355,6901,6025608,
23,,,,6.0,,23.57,,,,,0,15695,16763,3373527,
12,Asperger syndrome,patients,right handed adolescents,9.0,,14.4,2.7 years,,,,1,9774,12445,2644454,
12,,controls,,,,14.32,2.7 years,,,,1,9774,12445,2644454,
49,Schizophrenia,patients,,0.0,0.0,,,,,,2,9435,10386,2654525,
240,healthy,healthy,college students,112.0,128.0,20.32,18-25,18.0,25.0,,0,29538,30675,6531458,
16,healthy,adults,experiment 1,,8.0,26.6,,,,,0,36757,37110,3526643,
15,healthy,adults,experiment 2,,8.0,27.4,,,,,0,36757,37110,3526643,
18,EM,patients,,,,,,,,,1,5968,8384,6563769,
16,CM,patients,,,,,,,,,1,5968,8384,6563769,
21,NC,healthy,,,,,,,,,1,5968,8384,6563769,
22,,,,11.0,,26.1,,,,,0,6545,10035,6889084,
13,,,,6.0,,25.5,,,,,0,6545,10035,6889084,
15,healthy,patients,,,,,,,,,0,6545,10035,6889084,
17,,,,,8.0,24.9,,,,,0,6432,6900,3252366,
20,healthy,healthy,young,14.0,6.0,24.0,20-34,20.0,34.0,24.0,0,15910,17003,8764488,
50,healthy,participants,healthy,25.0,25.0,30.0,20-40,20.0,40.0,30.0,0,9737,12467,8421705,
13,healthy,healthy,,7.0,6.0,25.0,20-35,20.0,35.0,25.0,0,9160,9562,3250458,
17,ATSAs,patients,Male,17.0,0.0,,,,,,0,7490,9655,6937793,
22,healthy,controls,Male,22.0,0.0,,,,,,0,7490,9655,6937793,
34,healthy,healthy,young adults,25.0,9.0,25.5,20-31,20.0,31.0,25.0,0,6346,7253,5032987,
21,healthy,healthy,,8.0,13.0,24.7,17.7-33.5,17.7,33.5,,0,7628,8801,5000576,
96,,adolescents,community sample,,,12.54,,,,,0,12767,13809,8608892,
14,normal hearing,listeners,,7.0,7.0,36.0,22-48 years,22.0,48.0,35.0,0,9587,10771,3788350,
24,healthy,participants,right-handed,11.0,13.0,27.0,22-44 years,22.0,44.0,27.0,0,6717,10602,3593578,
33,,training,,19.0,14.0,9.06,,,,,0,9614,10217,6819316,
23,,control,,15.0,8.0,9.22,,,,,0,9614,10217,6819316,
38,healthy,healthy,adults,,11.0,,,,,,1,5559,7275,4016310,
26,healthy,patients,social status,10.0,16.0,35.0,20-50,20.0,50.0,30.0,0,8183,11211,7555068,
38,healthy,patients,monetary comparisons,15.0,23.0,40.0,25-60,25.0,60.0,35.0,0,8183,11211,7555068,
38,younger,patients,intervention,,,,,,,,0,14232,14573,6458356,
23,older,patients,intervention,,,,,,,,0,14232,14573,6458356,
25,Bell's palsy,patients,right-handed,15.0,10.0,36.0,23 to 50,23.0,50.0,36.0,0,5016,5713,5337373,
25,,healthy,,,,,,,,,0,5016,5713,5337373,
18,,adolescents,,,,,,,,,0,5474,6956,2695858,
10,,adults,,,,,,,,,0,5474,6956,2695858,
23,healthy,healthy,,0.0,0.0,29.0,,0.0,0.0,0.0,0,13720,14252,6044349,
16,healthy,healthy,younger male adults,16.0,0.0,25.25,20 to 38,20.0,38.0,25.0,0,6918,8248,4417231,
16,healthy,healthy,older male adults,16.0,0.0,69.43,62 to 77,62.0,77.0,69.8,0,6918,8248,4417231,
37,,patients,,31.0,6.0,24.06,2.39,,,,0,5326,7552,3744508,
50,healthy,patients,male,50.0,0.0,21.22,2.77,0.0,0.0,0.0,0,10712,11472,7746800,
16,healthy,healthy,,10.0,6.0,31.06,,0.0,0.0,0.0,0,12097,15305,4184873,
26,narcolepsy with cataplexy,patients,adult,,,,,,,,0,7764,10244,6616568,
30,,healthy,adult,,,,,,,,0,7764,10244,6616568,
44,patients with a focal brain tumour,patients,,22.0,,39.414,1972,22.0,,,0,7397,9560,6664196,
23,,healthy,,12.0,,36.31,1968,12.0,,,0,7397,9560,6664196,
124,typically developing children and adolescents,healthy,,53.0,57.0,13.4,8.28-17.9 years,8.28,17.9,13.4,0,10612,12705,7374605,
71,,Adolescent males,,71.0,,,,,,,0,38985,40117,8741989,
17,,,,,,25.9,20-33,20.0,33.0,,0,8876,10343,3317669,
20,healthy,patients,group A,10.0,10.0,25.0,20-30,20.0,30.0,25.0,1,8185,10417,5326798,
15,patients,healthy,group B,8.0,7.0,35.0,30-40,30.0,40.0,35.0,1,8185,10417,5326798,
14,euthymic BP,patients,,,8.0,44.1,9.6 years,,,,1,8136,10250,4526683,
13,HS,healthy,,,9.0,44.1,10.8 years,,,,1,8136,10250,4526683,
20,healthy,healthy,young adults,,,,,,,,0,9292,9880,7267915,
107,healthy,healthy,,,,21.36,17 to 26 years old,17.0,26.0,21.36,0,9446,10018,8248357,
7,MCS,patients,,7.0,3.0,46.0,19-73,19.0,73.0,,3,12353,13210,8319239,
7,VS,patients,,7.0,3.0,46.0,19-73,19.0,73.0,,3,12353,13210,8319239,
26,healthy,healthy,,11.0,0.0,22.0,,0.0,0.0,0.0,0,6702,6954,3480469,
9,migraine patients,patients,,3.0,9.0,422.0,117 years old,3.0,9.0,422.0,0,4061,6088,2582961,
9,healthy subjects,healthy,,3.0,9.0,423.0,119 years old,3.0,9.0,423.0,0,4061,6088,2582961,
35,DR,patients,,18.0,17.0,53.37756,,0.0,0.0,0.0,0,6285,7903,8286104,
22,T2DM,patients,,10.0,12.0,55.23773,,0.0,0.0,0.0,0,6285,7903,8286104,
38,HCs,healthy,,16.0,22.0,54.46806,,0.0,0.0,0.0,0,6285,7903,8286104,
31,AN,patients,current diagnosis,0.0,31.0,,,,,,0,7409,9049,3913832,
35,,healthy,,0.0,35.0,,,,,,0,7409,9049,3913832,
5,control,healthy,female,0.0,5.0,,,,,,0,5426,5866,2988799,
5,AO,patients,age- and gender-matched,0.0,5.0,,,,,,0,5426,5866,2988799,
21,neurologically healthy,healthy,,,6.0,27.3,2050,,,,0,37631,38154,4672877,
42,moderate-to-heavy social drinkers,participants,,21.0,21.0,,18-40 years,,,,0,13077,14407,3783488,
20,GGE,patients,baboons,9.0,9.0,95.0,84-95,84.0,95.0,84.0,0,8226,11017,5537408,
6,,eliminated,baboons,,,,,,,,0,8226,11017,5537408,
13,GGE/CTL,remaining,baboons,,,84.0,,,,,0,8226,11017,5537408,
50,IPD,patients,,,,,,,,,0,4609,5604,6675526,
20,healthy,controls,,11.0,9.0,54.6,12.3,,,,0,4609,5604,6675526,
24,MDD,patients,unmedicated,13.0,11.0,35.0,20-50,20.0,50.0,30.0,0,13128,16459,7334611,
8,,control,,4.0,4.0,40.0,25-55,25.0,55.0,45.0,0,13128,16459,7334611,
40,moxibustion group,patients,,9.0,6.0,47.5,41-53,41.0,53.0,,0,6687,9337,4301658,
39,control group,patients,,7.0,6.0,40.91,35-47,35.0,47.0,,0,6687,9337,4301658,
16,,musicians,,,,,,,,,0,24700,25764,3346725,
19,,non-musicians,,,,,,,,,0,24700,25764,3346725,
14,healthy,participants,fully right-handed,5.0,9.0,29.0,,,,,0,8372,8863,8303916,
8,healthy,volunteers,right-handed,5.0,3.0,26.2,20-34 years,20.0,34.0,,0,4499,5232,3466236,
15,healthy,healthy,,7.0,0.0,20.0,18-26,18.0,26.0,20.0,0,8014,8456,4938209,
20,,,,,11.0,23.1,3.34 years,,,,0,6393,10081,7455211,
163,,,,,,,,,,,0,14257,15575,8850747,
63,healthy,healthy,adults,,,,,,,,0,10518,11796,7913329,
25,,parents,,,23.0,43.0,,,,,0,10713,12646,6934088,
27,,adolescents,,,15.0,15.0,,,,,0,10713,12646,6934088,
55,drugresistant unilateral TLE,patients,,,,,,,,,0,5373,7284,8776336,
16,healthy,participants,,,,,,,,,0,5373,7284,8776336,
13,healthy,healthy,,0.0,9.0,21.3,18-25,18.0,25.0,,0,9000,10701,3319907,
11,cosmonauts,patients,,11.0,0.0,45.0,,0.0,0.0,0.0,1,12316,14293,6621543,
11,control group,healthy,,11.0,0.0,44.0,,0.0,0.0,0.0,1,12316,14293,6621543,
16,healthy,healthy,,6.0,0.0,23.6,2.9,23.6,23.6,23.6,0,8703,9156,3366349,
102,healthy,healthy,young adults,0.0,0.0,0.0,,0.0,0.0,0.0,0,8946,11020,2622763,
50,healthy,healthy,young adults,0.0,0.0,0.0,,0.0,0.0,0.0,0,8946,11020,2622763,
26,healthy,healthy,young adults,0.0,0.0,0.0,,0.0,0.0,0.0,0,8946,11020,2622763,
35,healthy,healthy,control participants,0.0,0.0,0.0,,0.0,0.0,0.0,0,8946,11020,2622763,
39,healthy,healthy,control participants,0.0,0.0,0.0,,0.0,0.0,0.0,0,8946,11020,2622763,
31,healthy,healthy,,,,,,,,,0,7054,8697,5789340,
40,healthy,volunteers,,15.0,10.0,26.64,,0.0,0.0,0.0,0,14071,16065,4519547,
40,high aggression,patients,HA,21.0,0.0,22.4,,,,,0,7470,8705,3799631,
19,low aggression,patients,LA,19.0,0.0,22.4,,,,,0,7470,8705,3799631,
40,healthy,healthy,,32.0,8.0,27.0,18-27,18.0,27.0,25.0,0,7757,11042,2691152,
45,MDD,patients,,,,,,,,,0,9131,11156,8493300,
24,,HC,,,,,,,,,0,9131,11156,8493300,
20,,participants,,,10.0,22.9,20-33,20.0,33.0,,0,7560,8132,6469048,
16,,,fifth-graders,6.0,,10.8,9;1111;9,9.0,9.0,,0,13770,14459,3767892,
15,,,seventh-graders,5.0,,12.8,11;913;5,11.0,13.0,,0,13770,14459,3767892,
20,,,,8.0,,22.5,,,,,0,11897,12402,3871655,
19,healthy,patients,men,19.0,0.0,32.9,,,,,0,24546,25430,7595210,
22,schizophrenia,patients,,11.0,8.0,,18-59,18.0,59.0,,0,8638,11054,5885301,
17,healthy,healthy,,7.0,8.0,,,,,,0,8638,11054,5885301,
43,early postmenopausal women,patients,right-handed,0.0,43.0,47.37,45-50 years,45.0,50.0,47.37,0,7672,9064,6275219,
44,controls,healthy,right-handed,0.0,44.0,46.98,45-50 years,45.0,50.0,46.98,0,7672,9064,6275219,
18,,,,9.0,9.0,25.1,20-29,20.0,29.0,,0,4131,5495,4936632,
21,,,,9.0,12.0,26.8,20-31,20.0,31.0,,0,4131,5495,4936632,
12,healthy,healthy,male,12.0,0.0,25.1,3.1 years,25.1,25.1,25.1,0,24521,25007,4325335,
20,T2DM,patients,,,,,,,,,0,20292,22474,4810460,
19,euglycemia,HCs,matched,,,,,,,,0,20292,22474,4810460,
20,healthy,patients,control,0.0,0.0,,,,,,0,14686,15459,3853351,
20,healthy,healthy,,0.0,0.0,0.0,,0.0,0.0,0.0,0,11085,14363,5114586,
43,patients,patients,,0.0,0.0,0.0,,0.0,0.0,0.0,0,11085,14363,5114586,
27,healthy,volunteers,,20.0,7.0,41.8,19 to 77,19.0,77.0,41.8,0,5409,6483,3315004,
24,acute EP,patients,,17.0,7.0,,,,,,0,5649,7386,6322711,
24,,HCs,,17.0,7.0,,,,,,0,5649,7386,6322711,
10,ASMR-sensitive,ASMR-sensitive individuals,,,,,,,,,3,5322,7172,6209833,
24,AN,patients,,0.0,0.0,0.0,,0.0,0.0,0.0,1,9512,12494,4530666,
25,HC,healthy,,0.0,0.0,0.0,,0.0,0.0,0.0,1,9512,12494,4530666,
19,SA,patients,,,,,,,,,1,5475,7295,3646913,
