count,diagnosis,group_name,subgroup_name,male count,female count,age mean,age range,age minimum,age maximum,age median,rank,start_char,end_char,pmcid,final
24,,healthy,,13.0,11.0,23.33,20-30,20.0,30.0,23.33,,8701,9393,3423441,
14,,healthy,,14.0,0.0,25.9,2.3,25.9,25.9,25.9,1.0,6747,8317,4221616,
55,Val/Val homozygotes,patients,Val/Val homozygotes,45.0,36.0,8.1,6-10,6.0,10.0,8.1,,16046,18509,4995017,
26,Met allele carriers,patients,Met allele carriers,,,,,,,,,16046,18509,4995017,
22,,healthy,,13.0,9.0,24.64,,,,,1.0,20317,22068,8215659,
21,healthy,participants,,10.0,11.0,25.33,21-34,21.0,34.0,,,8064,9085,6864886,
26,,healthy,,,,,,,,,,48796,49552,2705682,
11,,healthy,pre-scan behavioral measurements,6.0,5.0,,2541 years,,,,,48796,49552,2705682,
12,,healthy,original fMRI experiment,6.0,6.0,,2836 years,,,,,48796,49552,2705682,
6,,healthy,control experiment,2.0,4.0,,2336 years,,,,,48796,49552,2705682,
39,healthy,patients,female,0.0,39.0,23.5,20-29,20.0,29.0,23.5,,8678,9255,8384177,
37,,healthy,,21.0,16.0,35.58,,,,,,5148,6054,4148258,
20,,healthy,control,10.0,10.0,30.0,20-40,20.0,40.0,25.0,1.0,9694,11636,3447818,
30,patients,patients,PG,15.0,15.0,35.0,25-45,25.0,45.0,30.0,1.0,9694,11636,3447818,
25,patients,patients,OCD,12.0,13.0,32.0,22-42,22.0,42.0,28.0,1.0,9694,11636,3447818,
16,,healthy,young adults,11.0,5.0,26.7,3.8,,,,,7003,8568,3061355,
16,,healthy,older adults,10.0,6.0,66.3,4.5,,,,,7003,8568,3061355,
16,,healthy,young adults,8.0,8.0,26.1,3.7,,,,,7003,8568,3061355,
18,,healthy,older adults,9.0,9.0,65.8,4.5,,,,,7003,8568,3061355,
42,,healthy,,,,27.0,19-26,19.0,26.0,,1.0,11293,12371,3825257,
39,mild-to-moderate binaural sloping age-related hearing loss,older adults,,,,65.5,5473,,,,,11676,14776,7971046,
14,,healthy,neurologically normal young-adult volunteers,,,22.4,18-29,18.0,29.0,,,5254,5970,2759373,
17,IA,patients,,,,,,,,,,4998,6168,3608539,
24,healthy,control,,,,,,,,,,4998,6168,3608539,
18,White American,patients,female,10.0,8.0,20.88,,,,,,14418,16180,6504693,
18,ChineseAmerican,patients,female,9.0,9.0,20.22,,,,,,14418,16180,6504693,
17,Chinese,patients,female,6.0,11.0,21.71,,,,,,14418,16180,6504693,
35,normal,volunteers,,,,,,,,,,14517,16008,2860504,
47,type 2 diabetes mellitus,patients,right handed male and female adults,,,,31-60 years,31.0,60.0,,1.0,4073,4793,5724830,
25,,healthy,,13.0,12.0,20.6,18 years and 1 month to 22 years and 8 months,18.0,22.0,,,14767,15624,3387168,
16,neurologically normal,volunteers,,8.0,8.0,27.4,,,,,,8601,9227,4160952,
60,OCD,patients,,,,,,,,,,9056,11226,4096999,
20,healthy,control,,,,,,,,,,9056,11226,4096999,
26,autistic,patients,,,,,,,,,,9572,11367,4116759,
23,,healthy,,,,,,,,,,9572,11367,4116759,
26,healthy,participants,,16.0,10.0,,,,,,,8896,9167,3948885,
50,NVG,patients,NVG,30.0,20.0,55.0,40-70,40.0,70.0,58.0,1.0,5933,7219,8710777,
50,,healthy,healthy,25.0,25.0,60.0,45-75,45.0,75.0,62.0,1.0,5933,7219,8710777,
21,brain frontal-parietal gliomas,patients,,12.0,9.0,42.12,,,,,,4788,5959,8221338,
11,,healthy,,4.0,7.0,23.25,20 to 32,20.0,32.0,,,7370,8002,4023019,
9,,healthy,,3.0,6.0,68.72,67 to 73,67.0,73.0,,,7370,8002,4023019,
28,,healthy,,,,,,,,,,5960,6788,8612469,
20,,healthy,,11.0,9.0,32.6,,,,,,9970,10377,6831726,
18,,healthy,,7.0,11.0,73.94,,,,,,9970,10377,6831726,
100,,healthy,female,0.0,100.0,37.5,20-55,20.0,55.0,37.5,,11845,12491,5591329,
180,healthy,patients,older individuals,99.0,81.0,66.2,6468 years,,,,,7725,11494,6335744,
18,healthy,volunteers,right-handed,,,,,,,,1.0,6278,8347,4076184,
26,healthy,patients,healthy,,,,,,,,,15333,17154,3487908,
32,MDD,patients,"first-episode, right-handed treatment-naive adults",,,,,,,,,5600,8653,6086096,
30,,healthy,,,,,,,,,,5600,8653,6086096,
32,subcortical stroke,patients,,22.0,10.0,59.95,45 to 75 years,45.0,75.0,59.95,,6816,8301,4959733,
30,healthy,subjects,,17.0,13.0,56.97,48 to 69 years,48.0,69.0,56.97,,6816,8301,4959733,
51,middle aged adults,MA,,11.0,40.0,50.69,41-58,41.0,58.0,,,8630,11321,5385589,
20,ischemic left middle cerebral artery stroke,patients,adults,,,,,,,,,7589,9660,8120906,
12,acute unilateral ISSNHL with vertigo,patients,,,,,,,,,1.0,4201,6336,8502874,
11,acute unilateral ISSNHL without vertigo,patients,,,,,,,,,1.0,4201,6336,8502874,
11,,healthy,,,,,,,,,1.0,4201,6336,8502874,
30,healthy,university students,,,,,,,,,,9849,12183,5853626,
14,,healthy,,7.0,7.0,22.5,,,,,,9849,12183,5853626,
14,,healthy,,7.0,7.0,23.57,,,,,,9849,12183,5853626,
38,,healthy,,0.0,38.0,19.8,,,,,,7838,9364,4671712,
18,,healthy,,9.0,9.0,19.71,18-21,18.0,21.0,,,9023,9493,5390719,
34,AS,patients,,,,,,,,,,7652,11275,4474173,
33,,healthy,,,,,,,,,,7652,11275,4474173,
21,BPD,patients,,,,,,,,,,20716,23288,8405642,
22,healthy,controls,,,,,,,,,,20716,23288,8405642,
24,,healthy,younger adults,,,,,,,,,10639,12223,3901730,
23,,healthy,older adults,,,,,,,,,10639,12223,3901730,
8,,healthy,,,,,,,,,,9680,10326,3804471,
34,mild AD,patients,,17.0,17.0,68.64,9.85 years,68.64,68.64,68.64,,9720,11729,6304436,
34,,healthy,,21.0,13.0,65.55,8.98 years,65.55,65.55,65.55,,9720,11729,6304436,
17,,healthy,,7.0,10.0,20.9,18 years - 31 years,18.0,31.0,,,36361,37181,6389990,
51,,healthy,,34.0,17.0,13.2,12.4-14.8,12.4,14.8,,,9753,12210,8717427,
14,,healthy,,9.0,5.0,32.0,24-40,24.0,40.0,,,13737,14411,3217963,
22,,healthy,control,9.0,13.0,28.5,1859,18.0,59.0,28.5,,10526,14159,4902194,
20,MDD,patients,,9.0,11.0,34.15,1856,,,,,10526,14159,4902194,
16,,healthy,Relatives,5.0,11.0,51.75,8.11,1.23,1.4,0.22,1.0,9747,10990,6423170,
16,abnormal TDT,patients,Relatives,5.0,11.0,51.75,8.11,2.97,8.4,4.62,1.0,9747,10990,6423170,
17,PTSD,patients,,9.0,8.0,,,,,,,9035,12204,6508045,
16,,healthy,childhood trauma-exposed,6.0,10.0,,,,,,,9035,12204,6508045,
10,,healthy,control,5.0,5.0,30.0,20-40,20.0,40.0,30.0,,13755,15951,6581736,
15,patients,patients,mild,8.0,7.0,45.0,35-55,35.0,55.0,45.0,,13755,15951,6581736,
42,MCI,patients,,,,,,,,,,5999,8167,3778258,
25,,healthy,,,,,,,,,,5999,8167,3778258,
1,psoriatic arthritis,patients,single patient,1.0,0.0,,,,,,,14470,15660,1291397,
7,,healthy,subjects,,,,,,,,,14470,15660,1291397,
21,,healthy,,20.0,1.0,26.38,18-40 years,18.0,40.0,,,17177,18203,4755012,
14,AD,patients,,8.0,6.0,70.0,60-80,60.0,80.0,72.0,,6223,8710,3423412,
8,MCI,patients,,4.0,4.0,65.0,55-75,55.0,75.0,66.0,,6223,8710,3423412,
14,,healthy,elderly controls,7.0,7.0,68.0,60-75,60.0,75.0,70.0,,6223,8710,3423412,
45,,healthy,,,,,,,,,,6023,6823,6930905,
15,,healthy,high-frequency group,,,,,,,,,6023,6823,6930905,
15,,healthy,low-frequency group,,,,,,,,,6023,6823,6930905,
15,,healthy,sham group,,,,,,,,,6023,6823,6930905,
12,,healthy,,,,,,,,,,8108,9544,3500241,
18,,healthy,young adult volunteers,6.0,10.0,30.0,18-30,18.0,30.0,25.0,,6804,8317,3644936,
13,MDD,experimental,,4.0,9.0,41.0,9,41.0,50.0,41.0,,10576,13507,4773387,
11,MDD,control,,2.0,9.0,34.0,8,26.0,34.0,34.0,,10576,13507,4773387,
18,NVG,patients,,8.0,10.0,,,,,,,5492,7234,7994689,
18,,healthy,,10.0,8.0,,,,,,,5492,7234,7994689,
5,,healthy,,,,11.872,9.50-15.17,9.5,15.17,,,19811,20941,7403383,
15,,healthy,,9.0,6.0,21.8,21-23,21.0,23.0,21.8,,5624,6715,4055001,
1045,AUD patients,patients,,,,,,,,,,17737,18798,7933165,
1054,,healthy,,,,,,,,,,17737,18798,7933165,
15,S-Acu,patients,18~35,5.0,10.0,30.0,18-35,18.0,35.0,28.0,1.0,12368,13492,7430003,
15,M-Acu,patients,36~50,5.0,10.0,43.0,36-50,36.0,50.0,45.0,1.0,12368,13492,7430003,
15,N-Acu,patients,51~65,5.0,10.0,58.0,51-65,51.0,65.0,60.0,1.0,12368,13492,7430003,
41,,healthy,,,,21.98,2.76 years,,,,,11378,11722,8301890,
50,,healthy,,,,25.22,,,,,1.0,16023,16540,6971823,
20,HS,patients,,10.0,10.0,26.35,18-39,18.0,39.0,,,11099,12955,6413302,
20,LS,patients,,11.0,9.0,26.7,18-44,18.0,44.0,,,11099,12955,6413302,
12,,healthy,adult,9.0,3.0,31.42,7.39,,,,,6059,7360,7174714,
13,heroin abstinent patients,patients,HA,12.0,1.0,42.18,1 years,42.18,42.18,42.18,,16417,17842,4606802,
13,heroin relapse patients,patients,HR,11.0,2.0,36.16,9 years,36.16,36.16,36.16,,16417,17842,4606802,
38,,healthy,,,,,,,,,,8493,10233,3914861,
32,,healthy,,,,,,,,,,8493,10233,3914861,
15,healthy,participants,right-handed,8.0,7.0,26.5,21-38 years,,,,,9056,13005,3324921,
15,tennis experts,patients,female,7.0,8.0,23.87,,,,,,10232,11451,4117995,
16,volleyball experts,patients,female,8.0,8.0,25.69,,,,,,10232,11451,4117995,
31,ADHD,boys,combined hyperactive/impulsive and inattentive,31.0,0.0,12.17,12-17,12.0,17.0,12.0,,14612,16738,7287276,
16,healthy,undergraduate students,right-handed,8.0,8.0,19.2,18-21,18.0,21.0,19.2,,8550,9913,3828542,
150,,healthy,behavioral experiment,65.0,85.0,,,,,,,8452,8895,4175071,
21,anti-NMDAR encephalitis,patients,acute,,,,,,,,1.0,6204,8056,8005702,
21,healthy,controls,,,,,,,,,1.0,6204,8056,8005702,
13,ASD,patients,high-functioning young adults,13.0,0.0,21.4,18-25,18.0,25.0,21.4,,10085,11998,3501481,
14,,healthy,typical control participants,14.0,0.0,22.6,19-26,19.0,26.0,22.6,,10085,11998,3501481,
92,healthy,participants,,46.0,46.0,21.56,18-24 years,18.0,24.0,,,7791,8556,4835439,
30,,healthy,,,,,,,,,,25782,27757,5490687,
24,,healthy,Korean,,,,,,,,,25782,27757,5490687,
12,,healthy,,,,,,,,,,4337,6709,5395570,
12,,healthy,,,,,,,,,,4337,6709,5395570,
12,AD patients,patients,,,,,,,,,,4337,6709,5395570,
16,,healthy,,,,,,,,,,9370,10565,4122182,
282,,healthy,,,,40.0,,,,,,7396,8233,5066828,
96,,healthy,,,,,,,,,,10145,13772,8290839,
64,,healthy,,,,,,,,,,10145,13772,8290839,
42,,healthy,,,,,,,,,,10145,13772,8290839,
22,,healthy,,,,,,,,,,10145,13772,8290839,
37,nCDSs,patients,,5.0,12.0,,,,,,,7356,9039,4264752,
20,,healthy,,7.0,13.0,,,,,,,7356,9039,4264752,
11,CIAT,patients,trained,6.0,5.0,58.0,50.3 - 58,50.3,58.0,58.0,,6187,10092,5529460,
8,control,patients,untrained,5.0,3.0,50.3,50.3 - 58,50.3,58.0,50.3,,6187,10092,5529460,
38,,healthy,,,,,,,,,,6187,10092,5529460,
24,asymptomatic carotid artery stenosis,patients,successful CAS,,,,,,,,1.0,3930,5250,5552726,
16,asymptomatic carotid artery stenosis,patients,follow-up study,,,,,,,,1.0,3930,5250,5552726,
13,subcortical ischemic stroke,patients,right-handed,13.0,0.0,49.27,35-64 years,35.0,64.0,49.0,,4092,5975,3885617,
13,,healthy,right-handed,13.0,0.0,49.66,35-64 years,35.0,64.0,49.0,,4092,5975,3885617,
26,,healthy,,13.0,13.0,23.5,21-27 years,21.0,27.0,,,19271,19828,3587882,
124,,healthy,,69.0,44.0,253.5,19 and 34,19.0,34.0,,,46953,48718,7498611,
18,,healthy,,,,,,,,,,9126,9794,3538957,
22,LOD inpatients,patients,,,,,,,,,,7177,8897,3769296,
22,,healthy,,,,,,,,,,7177,8897,3769296,
19,,healthy,males,19.0,0.0,21.2,,,,,,5594,6033,3858318,
28,,healthy,,15.0,13.0,,22-44 years,22.0,44.0,,,6263,6627,4273625,
32,,healthy,,9.0,23.0,22.32,18 to 25,18.0,25.0,22.0,,14486,17056,7416054,
13,ASD,patients,adult males,13.0,0.0,29.0,20-41,20.0,41.0,29.0,,9537,12242,3830058,
13,,healthy,adult males,13.0,0.0,29.0,19-47,19.0,47.0,29.0,,9537,12242,3830058,
9,healthy,children,fifth grade,5.0,4.0,10.0,,,,,,6096,7099,5116552,
11,chronic cervical SCI,patients,,,,,,,,,,5343,7059,4783046,
9,,healthy,,,,,,,,,,5343,7059,4783046,
11,obesity,patients,undergoing fMRI,9.0,2.0,41.0,18-65,18.0,65.0,41.0,,9736,12463,8236041,
30,T2DM,patients,T2DM subjects,15.0,15.0,50.0,40-60,40.0,60.0,50.0,,7713,9727,8716545,
30,,healthy,HCs,15.0,15.0,50.0,40-60,40.0,60.0,50.0,,7713,9727,8716545,
19,dementia with Lewy bodies,patients,,,,,,,,,1.0,16227,18389,3365275,
19,,healthy,,,,,,,,,1.0,16227,18389,3365275,
1,patient,patients,O condition,1.0,0.0,40.0,30-50,30.0,50.0,40.0,1.0,11383,15021,5610687,
1,patient,patients,M condition,1.0,0.0,45.0,40-50,40.0,50.0,45.0,1.0,11383,15021,5610687,
122,regular users of cannabis and cocaine,patients,,96.0,26.0,22.8,min-max: 123,18.0,40.0,22.8,,6067,8484,5167221,
18,,healthy,,,,,,,,,,27866,28496,5021995,
24,,healthy,,3.0,21.0,,,,,,,26483,26932,5458780,
18,,healthy,,9.0,9.0,23.56,1935,19.0,35.0,,,5300,5930,5887003,
11,Parkinson's disease,patients,,,,60.1,10.9,,,,,3941,5098,2991239,
13,,healthy,,,,58.9,6.6,,,,,3941,5098,2991239,
31,SLE,patients,,0.0,31.0,,15-45 years,,,,,6774,8334,6899324,
20,,healthy,,0.0,20.0,,,,,,,6774,8334,6899324,
18,"ADHD, combined hyperactive/impulsive and inattentive (N=16) or inattentive (N=2) subtypes",patients,boys,18.0,0.0,14.0,12-17,12.0,17.0,14.0,,14441,16896,6414400,
13,"ADHD, combined hyperactive/impulsive and inattentive (N=11) or inattentive (N=2) subtypes",patients,boys,13.0,0.0,14.0,12-17,12.0,17.0,14.0,,14441,16896,6414400,
69,,healthy,,31.0,38.0,23.85,5.4,18.0,30.0,,,22903,23502,4650644,
25,CMS,patients,,25.0,0.0,,,,,,1.0,6070,7449,8777079,
25,,healthy,,,,,,,,,1.0,6070,7449,8777079,
11,,healthy,,5.0,6.0,36.0,19-36 years,19.0,36.0,36.0,,4294,5172,2743811,
27,,healthy,,,,19.3,,,,,,8061,8921,7657454,
78,,healthy,,30.0,48.0,30.2,10.2 years,,,,,8408,11280,5093128,
14,,healthy,,14.0,0.0,29.44,25-39,25.0,39.0,,,27579,28473,2928271,
19,,healthy,"nonsmoking, righthanded young adults",8.0,11.0,27.06,6.0,11.0,35.0,,,5104,5765,4667761,
83,,healthy,,39.0,41.0,24.41,,,,,,8572,9937,5275766,
24,,healthy,,,,,,,,,,7304,8686,4209722,
11,high-risk,adolescent girls,,,,,,,,,,7304,8686,4209722,
13,low-risk,adolescent girls,,,,,,,,,,7304,8686,4209722,
54,medically refractory TLE due to unilateral HS,patients,,26.0,15.0,42.0,18-62 years,18.0,62.0,37.0,,5321,7651,2905610,
21,,healthy,right-handed native English-speaking,10.0,10.0,47.0,22-62 years,22.0,62.0,47.0,,5321,7651,2905610,
16,healthy,participants,all,11.0,5.0,25.0,21-32,21.0,32.0,,,5321,6406,5554004,
10,,healthy,all,8.0,2.0,30.0,20-39,20.0,39.0,,,5321,6406,5554004,
22,MDD,patients,,,,,,,,,1.0,18434,19419,6362173,
66,,healthy,,,,,,,,,1.0,18434,19419,6362173,
57,PTSD,patients,military service members,48.0,9.0,29.18,19.95-51.6,19.95,51.6,,,10295,11957,4299952,
17,ASD,patients,high-functioning children and adolescents,13.0,4.0,13.8,2.0,4.0,13.0,,,6532,7766,4589806,
22,,healthy,participants,19.0,3.0,12.8,3.6,3.0,19.0,,,6532,7766,4589806,
38,,healthy,Caucasians,38.0,0.0,24.7,3.6,24.7,24.7,,,17227,19538,6698268,
23,iRBD,patients,,,,,,,,,,5707,7361,8844611,
17,healthy,control,,,,,,,,,,5707,7361,8844611,
38,,healthy,,,,,,,,,,9155,10459,5390759,
18,,healthy,,9.0,9.0,22.0,19 to 27,19.0,27.0,,,6100,6598,3696086,
15,schizophrenic,patients,,,,,,,,,1.0,14633,18501,3549920,
11,,healthy,,,,,,,,,1.0,14633,18501,3549920,
22,ARCs,patients,right-handed,,,,,,,,1.0,4917,7093,8236945,
34,MDD patients,patients,first-episode drug-naive,,,,,,,,1.0,8131,10218,6915079,
15,type 2 DM,patients,adolescent,,,,,,,,,9914,11888,4968823,
21,obese,patients,adolescent,,,,,,,,,9914,11888,4968823,
21,,healthy,adolescent,,,,,,,,,9914,11888,4968823,
20,healthy,patients,right-handed,13.0,7.0,32.15,9years,,,,,6908,7390,4330549,
16,,healthy,acupuncture-naive,8.0,8.0,24.1,21-30,21.0,30.0,,,5532,6109,7056998,
20,LD,patients,LD_HPS,10.0,10.0,35.0,25-45,25.0,45.0,30.0,1.0,15828,18884,4684365,
20,HD,patients,HD_HPS,15.0,5.0,40.0,30-50,30.0,50.0,45.0,1.0,15828,18884,4684365,
20,LD,patients,LD_LPS,8.0,12.0,30.0,20-40,20.0,40.0,25.0,1.0,15828,18884,4684365,
20,HD,patients,HD_LPS,12.0,8.0,45.0,35-55,35.0,55.0,50.0,1.0,15828,18884,4684365,
72,,healthy,,35.0,37.0,59.38,40-77 years,40.0,77.0,,,11635,12746,5427072,
33,adolescents,patients,males,11.0,22.0,14.1,,,,,,10817,12676,5709437,
14,DSM-IV Axis I anxiety disorder,patients,,,,,,,,,,10817,12676,5709437,
19,,healthy,,,,,,,,,,10817,12676,5709437,
21,PD,patients,,,,,,,,,,8290,10441,5031470,
23,,healthy,,,,,,,,,,8290,10441,5031470,
93,T1D,patients,,,,,,,,,,9694,12408,6901178,
57,,healthy,,,,,,,,,,9694,12408,6901178,
24,healthy,students,Bremen University campus,11.0,13.0,23.3,20-29 years,20.0,29.0,,,11038,11875,4366107,
23,ARND,patients,,,,,,,,,,7528,9841,3436669,
20,ADHD,patients,,,,,,,,,,7528,9841,3436669,
21,,healthy,,,,,,,,,,7528,9841,3436669,
49,ADHD,patients,,,,,,,,,,8758,11357,6352299,
31,,healthy,children/adolescents,,,,,,,,,8758,11357,6352299,
10,,healthy,,4.0,6.0,25.5,,,,,1.0,13137,17006,2993720,
50,acute ischaemic stroke or intracerebral hemorrhage,patients,,,,,,,,,,49317,51394,5595783,
49,,healthy,,,,,,,,,,11564,13858,6739688,
41,,healthy,,,,,,,,,,11564,13858,6739688,
14,training group,patients,,7.0,7.0,11.8,10-15,10.0,15.0,,,8262,10732,3364962,
14,waiting group,patients,,7.0,7.0,11.8,10-15,10.0,15.0,,,8262,10732,3364962,
10,,healthy,,5.0,5.0,11.8,10-15,10.0,15.0,,,8262,10732,3364962,
26,,healthy,,,,21.85,,,,,,14839,15921,7751325,
12,HAND,patients,male,12.0,0.0,,,,,,,3459,4798,4841538,
12,without HAND,patients,male,12.0,0.0,,,,,,,3459,4798,4841538,
11,,healthy,,,,,,,,,,3459,4798,4841538,
12,,healthy,,5.0,7.0,22.0,18 to 26 years,18.0,26.0,,,6525,7137,3302835,
18,PwMS,patients,,6.0,12.0,45.3,45.3-10.2,10.2,45.3,,,7366,10830,7007888,
18,,healthy,,8.0,10.0,41.6,41.6-1.3,1.3,41.6,,,7366,10830,7007888,
13,,healthy,young adults,,,,18-36,18.0,36.0,,,22683,23796,8357002,
29,neurotypical,participants,,12.0,17.0,22.96,20-36,20.0,36.0,22.96,2.0,12110,16017,6078711,
38,,healthy,,,,,,,,,,6849,7850,7029184,
24,major depressive disorder,patients,,9.0,15.0,50.0,19-50,19.0,50.0,,,7043,9373,5629818,
21,,healthy,,9.0,12.0,45.0,22-45,22.0,45.0,,,7043,9373,5629818,
33,stroke patients,patients,right-handed,,,64.48,53-78 years,53.0,78.0,,,6124,7561,7840259,
19,FLE patients,patients,,,,,,,,,,7541,10717,6485093,
19,,healthy,,,,,,,,,,7541,10717,6485093,
38,,healthy,,10.0,28.0,24.7,,,,,,13376,14943,6492455,
89,,healthy,,,,,,,,,,11239,13612,8013735,
68,SZ,patients,,,,,,,,,,11239,13612,8013735,
151,SZ,patients,,,,,,,,,,11239,13612,8013735,
160,,healthy,,,,,,,,,,11239,13612,8013735,
60,tinnitus,patients,non-tinnitus controls,30.0,30.0,45.0,30-60,30.0,60.0,40.0,1.0,5079,6528,7902065,
20,,healthy,,10.0,10.0,23.0,,,,,,7237,7592,4627358,
14,,healthy,,6.0,8.0,10.5,9-13,9.0,13.0,,,8977,12127,4623208,
14,,healthy,,7.0,7.0,21.4,19-22,19.0,22.0,,,8977,12127,4623208,
36,,healthy,,15.0,21.0,27.4,22-34 years,22.0,34.0,,1.0,11855,13677,8663636,
30,,healthy,,30.0,0.0,23.9,18-32,18.0,32.0,,,11479,12226,6492000,
40,Rolandic epilepsy,patients,,23.0,17.0,8.8,2.2,5.0,17.7,17.5,2.0,4653,5748,6277790,
16,,healthy,,8.0,8.0,29.2,18-40,18.0,40.0,29.2,1.0,11093,14848,6902029,
20,,healthy,young adults,,,,,,,,,5863,6423,4372361,
15,TIN,patients,,8.0,7.0,45.0,30-60,30.0,60.0,45.0,,18692,20053,6925178,
15,NO TIN,patients,,7.0,8.0,50.0,35-65,35.0,65.0,50.0,,18692,20053,6925178,
57,at least one anxiety disorder,patients,,17.0,40.0,,,,,,,9797,11166,7030986,
55,,healthy,,,,,,,,,,9797,11166,7030986,
90,,healthy,,45.0,45.0,22.6,20-29 years,20.0,29.0,,,6865,10734,4431742,
28,,healthy,,,,,,,,,,6865,10734,4431742,
25,,healthy,active service,5.0,20.0,26.0,2234,22.0,34.0,,,8129,8994,4080316,
32,,healthy,right-handed participants,,,,,,,,,5668,8235,7004964,
73,schizophrenia,patients,,44.0,29.0,,16-66 years,16.0,66.0,,,5359,6377,5277003,
70,,healthy,,39.0,31.0,,18-68 years,18.0,68.0,,,5359,6377,5277003,
25,,healthy,,,,,,,,,,7562,9265,6102448,
22,DCP,patients,,12.0,10.0,9.0,3-18,3.0,18.0,,,7072,8386,6114065,
21,SCP,patients,,11.0,10.0,9.2,3-16,3.0,16.0,,,7072,8386,6114065,
20,,healthy,,13.0,7.0,9.3,5-12,5.0,12.0,,,7072,8386,6114065,
342,,healthy,,,,,,,,,1.0,6340,7837,3893192,
26,,healthy,,,,,,,,,1.0,6340,7837,3893192,
25,,healthy,,,,,,,,,1.0,6340,7837,3893192,
15,,healthy,,8.0,7.0,23.3,,,,,,23779,25195,6783465,
48,healthy,college students,,24.0,24.0,19.31,,,,,,8063,9459,6200849,
81,psychosis,patients,,,,,,,,,1.0,5749,7060,7925618,
15,,healthy,,9.0,6.0,23.3,,,,,,4554,4748,3986373,
16,,healthy,,8.0,8.0,,18-34 yrs.,,,,,5217,6077,3062602,
18,,healthy,,10.0,8.0,33.6,,,,,,6807,9805,3072511,
17,"aerobic, Spin exercise group",patients,male,10.0,7.0,75.0,60-89,60.0,89.0,76.0,,5799,7362,5358467,
15,nonaerobic control group,patients,female,0.0,15.0,70.0,60-89,60.0,89.0,72.0,,5799,7362,5358467,
77,,healthy,,,,,,,,,,9763,10585,7053268,
20,DD,patients,adolescents,,,,,,,,,13383,15619,5357648,
17,,healthy,adolescents,,,,,,,,,13383,15619,5357648,
20,VGPs,patients,VGPs,10.0,10.0,65.0,60-70,60.0,70.0,65.0,,6460,8908,5702357,
20,,healthy,NVGPs,10.0,10.0,68.0,65-70,65.0,70.0,68.0,,6460,8908,5702357,
30,MDD,patients,"first-episode, drug-nave",9.0,21.0,,,,,,,6957,9021,4869560,
29,,healthy,,15.0,14.0,26.76,1.72 years,,,,,6957,9021,4869560,
20,healthy,patients,group A,10.0,10.0,30.0,20-40,20.0,40.0,25.0,1.0,7895,9500,4670482,
15,patients,patients,group B,8.0,7.0,45.0,40-50,40.0,50.0,47.0,1.0,7895,9500,4670482,
32,schizophrenia,patients,male,32.0,0.0,18.57,18-57,18.0,57.0,18.57,,5007,6488,5852894,
21,,healthy,male,21.0,0.0,,,,,,,5007,6488,5852894,
25,,healthy,,,,22.1,,,,,,12163,13228,7927302,
55,mTBI,patients,,27.0,28.0,40.65,11.44 years,20.0,,,,25208,27016,6914439,
41,,healthy,,19.0,22.0,43.24,11.72 years,,,,,25208,27016,6914439,
17,healthy,volunteers,righthanded,10.0,7.0,28.5,22-52,22.0,52.0,,,7677,8307,5309571,
113,,healthy,,,,,,,,,,6792,9449,7038454,
104,,healthy,,,,,,,,,,6792,9449,7038454,
92,,healthy,,,,,,,,,,14173,15701,7428479,
10,healthy,adults,right-handed,5.0,5.0,22.4,(22.40 3.44),22.4,25.84,22.4,,12727,13668,4107942,
10,healthy,adults,right-handed,5.0,5.0,69.6,(69.60 9.25),60.35,78.85,69.6,,12727,13668,4107942,
43,healthy,adults,right-handed,21.0,22.0,29.05,(29.05 8.66),20.39,37.71,29.05,,12727,13668,4107942,
43,healthy,adults,right-handed,20.0,23.0,59.33,(59.33 10.27),49.06,69.6,59.33,,12727,13668,4107942,
13,,healthy,,,,,,,,,,6170,8420,6628069,
10,healthy,NF,,5.0,5.0,26.1,23.2-26.1,23.2,26.1,,,6569,7608,7877466,
10,healthy,control,,7.0,3.0,23.2,23.2-26.1,23.2,26.1,,,6569,7608,7877466,
1,healthy,patients,mothers,0.0,1.0,30.0,20-40,20.0,40.0,30.0,,8936,12162,4674054,
34,SIVD,patients,,,,,,,,,1.0,5575,7598,3912127,
35,,healthy,,,,,,,,,1.0,5575,7598,3912127,
36,,healthy,young adults,19.0,17.0,22.42,,,,,1.0,9217,12587,8462460,
36,,healthy,older adults,18.0,18.0,66.22,,,,,1.0,9217,12587,8462460,
16,SLE patients,patients,female,0.0,16.0,,,,,,,7295,8607,6282848,
16,,healthy,female,0.0,16.0,,,,,,,7295,8607,6282848,
3,LCA2,patients,"NP02, CH08, and CH11",,,,,,,,1.0,8379,9230,3897613,
2,,healthy,,,,,,,,,1.0,8379,9230,3897613,
616,healthy,patients,healthy,308.0,308.0,35.0,20-50,20.0,50.0,35.0,1.0,21646,23136,3726528,
50,ASD,patients,subgroup1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,1.0,12726,14912,7523366,
50,,healthy,subgroup1,25.0,25.0,35.0,25-45,25.0,45.0,35.0,1.0,12726,14912,7523366,
62,,healthy,boys,62.0,0.0,10.95,,,,,,11028,13529,6969346,
30,ADHD,patients,,18.0,12.0,9.6,1.7,9.6,1.7,,,4777,6119,8166311,
33,,healthy,,18.0,15.0,9.8,1.6,9.8,1.6,,,4777,6119,8166311,
34,temporal lobe epilepsy,patients,unilateral MTL resection,,,,,,,,3.0,20820,24445,8129561,
24,healthy,controls,,,,,,,,,3.0,20820,24445,8129561,
