count,diagnosis,group_name,subgroup_name,male count,female count,age mean,age range,age minimum,age maximum,age median,rank,start_char,end_char,pmcid
20.0,schizophrenia,patients,group 1,10.0,10.0,35.0,25-45,25.0,45.0,30.0,2.0,2926,6391,2570714
15.0,,healthy,group 2,8.0,7.0,28.0,20-35,20.0,35.0,25.0,2.0,2926,6391,2570714
1.0,MDD,patients,treatmentnave,,,,,,,,3.0,5308,7043,6869357
1.0,,healthy,control,,,,,,,,3.0,5308,7043,6869357
1.0,healthy,patients,group1,10.0,15.0,30.0,20-40,20.0,40.0,25.0,6.0,13600,17561,8415783
2.0,,healthy,group2,5.0,8.0,45.0,40-50,40.0,50.0,47.0,6.0,13600,17561,8415783
20.0,healthy,patients,EG,10.0,10.0,30.0,20-40,20.0,40.0,30.0,26.0,72537,73972,7334611
15.0,patients,patients,CG,8.0,7.0,35.0,25-45,25.0,45.0,35.0,26.0,72537,73972,7334611
50.0,healthy,patients,group1,25.0,25.0,35.0,20-50,20.0,50.0,30.0,15.0,34542,37845,8452380
30.0,patients,patients,group2,15.0,15.0,45.0,30-60,30.0,60.0,40.0,15.0,34542,37845,8452380
20.0,,healthy,control,10.0,10.0,30.0,20-40,20.0,40.0,30.0,,38771,42162,3613595
30.0,patients,patients,bvFTD,15.0,15.0,50.0,40-60,40.0,60.0,50.0,,38771,42162,3613595
1000.0,healthy,patients,young adults,500.0,500.0,25.0,18-30,18.0,30.0,25.0,2.0,5714,8760,7978137
56.0,,healthy,,,,,,,,,1.0,41880,45251,3377932
20.0,healthy,patients,Group A,10.0,10.0,30.0,20-40,20.0,40.0,30.0,1.0,2302,5437,3101377
15.0,patients,patients,Group B,8.0,7.0,45.0,40-50,40.0,50.0,45.0,1.0,2302,5437,3101377
36.0,,healthy,,18.0,18.0,30.0,20-40,20.0,40.0,30.0,1.0,25493,26985,4370584
8.0,ASD,patients,,,,,,,,,12.0,36262,40194,6987472
12.0,,healthy,,,,,,,,,12.0,36262,40194,6987472
100.0,OCD,patients,medicated,50.0,50.0,35.0,20-50,20.0,50.0,30.0,1.0,44823,48523,4096999
100.0,OCD,patients,non-medicated,40.0,60.0,40.0,25-55,25.0,55.0,45.0,1.0,44823,48523,4096999
100.0,,healthy,control,60.0,40.0,30.0,18-40,18.0,40.0,28.0,1.0,44823,48523,4096999
1.0,aphasia,patients,chronic patients,0.0,1.0,,,,,,1.0,1918,4747,4595771
12.0,healthy,patients,males,6.0,6.0,30.0,20-40,20.0,40.0,25.0,5.0,9424,11176,3842969
10.0,,healthy,females,0.0,10.0,35.0,30-40,30.0,40.0,35.0,5.0,9424,11176,3842969
14.0,relapsing-remitting MS,patients,mildly affected,,,,,,,,11.0,28842,31748,6200185
50.0,healthy,patients,group1,25.0,25.0,35.0,20-50,20.0,50.0,30.0,24.0,69641,71583,8517932
30.0,patients,patients,group2,15.0,15.0,45.0,30-60,30.0,60.0,40.0,24.0,69641,71583,8517932
12.0,type 2 diabetes,patients,people with type 2 diabetes,6.0,6.0,60.0,50-70,50.0,70.0,55.0,,21843,25677,4903142
50.0,ASD,patients,male,40.0,10.0,25.0,20-30,20.0,30.0,25.0,2.0,2395,5355,6460665
50.0,ASD,patients,female,10.0,40.0,28.0,25-35,25.0,35.0,28.0,2.0,2395,5355,6460665
20.0,TGA,patients,head,10.0,10.0,55.0,40-70,40.0,70.0,55.0,1.0,2404,4438,3702497
15.0,TGA,patients,body,8.0,7.0,60.0,50-70,50.0,70.0,60.0,1.0,2404,4438,3702497
10.0,TGA,patients,tail,5.0,5.0,65.0,60-70,60.0,70.0,65.0,1.0,2404,4438,3702497
50.0,healthy,patients,group1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,2.0,1575,5559,6706769
30.0,,healthy,group2,15.0,15.0,45.0,40-50,40.0,50.0,45.0,2.0,1575,5559,6706769
20.0,healthy,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,3.0,29730,32340,6428720
15.0,,healthy,Group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,3.0,29730,32340,6428720
50.0,healthy,patients,group A,25.0,25.0,35.0,20-50,20.0,50.0,30.0,1.0,5639,9038,4797753
40.0,,healthy,group B,20.0,20.0,45.0,30-60,30.0,60.0,40.0,1.0,5639,9038,4797753
1.0,cLBP,patients,Group 1,,,,,,,,1.0,8803,9800,7710896
1.0,,healthy,Group 2,,,,,,,,1.0,8803,9800,7710896
20.0,healthy,patients,group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,,8666,12616,8791738
15.0,patients,patients,group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,,8666,12616,8791738
36.0,healthy,patients,healthy,20.0,16.0,30.0,20-40,20.0,40.0,32.0,3.0,5310,8379,8248357
20.0,healthy,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,,37111,40610,3897742
15.0,patients,patients,Group B,8.0,7.0,40.0,30-50,30.0,50.0,45.0,,37111,40610,3897742
50.0,healthy,patients,Group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,1.0,2184,5746,7929978
30.0,,healthy,Group B,15.0,15.0,35.0,25-45,25.0,45.0,35.0,1.0,2184,5746,7929978
20.0,CP,patients,CP,10.0,10.0,35.0,20-50,20.0,50.0,30.0,,49412,50347,5565317
20.0,,healthy,Control,10.0,10.0,30.0,25-40,25.0,40.0,28.0,,49412,50347,5565317
50.0,AAT tinnitus,patients,Group 1,25.0,25.0,45.0,30-60,30.0,60.0,40.0,,28611,31108,3345361
50.0,,healthy,Group 2,30.0,20.0,35.0,20-50,20.0,50.0,30.0,,28611,31108,3345361
50.0,healthy,patients,Group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,1.0,1933,4718,3427359
40.0,patients,patients,Group B,20.0,20.0,45.0,35-55,35.0,55.0,45.0,1.0,1933,4718,3427359
20.0,healthy,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,1.0,2278,6089,3868580
15.0,patients,patients,Group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,1.0,2278,6089,3868580
160.0,,healthy,adolescents,,,,,,,,1.0,8567,10753,7500182
20.0,Parkinsons disease,patients,PD group,10.0,10.0,65.0,50-80,50.0,80.0,67.0,2.0,2687,6304,6603131
20.0,,healthy,NC group,10.0,10.0,60.0,45-75,45.0,75.0,62.0,2.0,2687,6304,6603131
10.0,,healthy,control,5.0,5.0,25.0,20-30,20.0,30.0,25.0,2.0,5520,9230,6236232
15.0,patients,patients,experimental,8.0,7.0,35.0,30-40,30.0,40.0,35.0,2.0,5520,9230,6236232
77.0,,healthy,enrolled,24.0,24.0,26.4,4.9,,,,9.0,19298,19503,2993660
50.0,healthy,patients,group A,25.0,25.0,35.0,25-45,25.0,45.0,30.0,,35962,38418,4477935
30.0,,healthy,group B,15.0,15.0,40.0,30-50,30.0,50.0,35.0,,35962,38418,4477935
11.0,SUD+,patients,comorbid disorder,,,,,,,,,25064,27987,4879128
24.0,,healthy,,8.0,16.0,21.0,,,,,13.0,30543,31117,2518922
50.0,healthy,participants,healthy,25.0,25.0,30.0,20-40,20.0,40.0,30.0,5.0,9737,12467,8421705
23.0,KOA,patients,older,,,,,,,,12.0,19879,22392,7550714
23.0,,healthy,matched controls,,,,,,,,12.0,19879,22392,7550714
15.0,,healthy,,,,,,,,,12.0,19879,22392,7550714
15.0,KOA,older patients,,,,,,,,,12.0,19879,22392,7550714
15.0,,healthy,,,,,,,,,12.0,19879,22392,7550714
15.0,KOA,older patients with KOA,,,,,,,,,12.0,19879,22392,7550714
20.0,ASD,patients,Group 1,10.0,10.0,25.0,20-30,20.0,30.0,25.0,2.0,2470,5223,6202694
20.0,,healthy,Group 2,10.0,10.0,30.0,25-35,25.0,35.0,30.0,2.0,2470,5223,6202694
10.0,healthy,patients,group1,5.0,5.0,30.0,20-40,20.0,40.0,25.0,7.0,22540,24561,4301016
8.0,,healthy,group2,4.0,4.0,35.0,30-40,30.0,40.0,35.0,7.0,22540,24561,4301016
50.0,healthy,patients,group1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,,41956,44155,3869681
30.0,,healthy,group2,15.0,15.0,45.0,40-50,40.0,50.0,45.0,,41956,44155,3869681
1.0,,healthy,older adults,,,,,,,,1.0,4695,5971,6519999
20.0,,healthy,,,,,,,,,10.0,22326,24556,4860869
20.0,,healthy,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,11.0,38482,41166,7762811
15.0,patients,patients,group2,8.0,7.0,45.0,40-50,40.0,50.0,45.0,11.0,38482,41166,7762811
150.0,DD,patients,adolescents,80.0,70.0,16.5,12-18,12.0,18.0,16.0,2.0,5203,8691,5579001
50.0,,healthy,adolescents,25.0,25.0,16.0,8-25,8.0,25.0,16.0,2.0,5203,8691,5579001
40.0,,healthy,male,40.0,0.0,13.87,11.96-31.77,11.96,31.77,13.77,2.0,5203,8691,5579001
30.0,substance abuse problems,patients,adolescents,30.0,0.0,15.0,12-18,12.0,18.0,15.0,2.0,5203,8691,5579001
50.0,healthy,patients,Group A,25.0,25.0,35.0,20-50,20.0,50.0,30.0,11.0,27393,29136,4204461
30.0,,healthy,Group B,15.0,15.0,45.0,30-60,30.0,60.0,40.0,11.0,27393,29136,4204461
30.0,cMDD,patients,cMDD,15.0,15.0,35.0,25-45,25.0,45.0,35.0,2.0,6896,8878,6378291
20.0,rMDD,patients,rMDD,10.0,10.0,40.0,30-50,30.0,50.0,40.0,2.0,6896,8878,6378291
40.0,,healthy,HC,20.0,20.0,30.0,20-40,20.0,40.0,30.0,2.0,6896,8878,6378291
5.0,,healthy,,2.0,2.0,27.83,3.0,,,,11.0,35804,39033,6329784
13.0,,healthy,visual task,,,,,,,,,43816,46475,6889084
22.0,,healthy,whole group,,,,,,,,,43816,46475,6889084
80.0,healthy,participants,,,,,,,,,2.0,4586,5645,8079658
14.0,,healthy,right handed,5.0,9.0,25.12,6 years,25.0,31.0,26.0,3.0,5139,5416,1963318
50.0,healthy,patients,typical-handers,25.0,25.0,30.0,20-40,20.0,40.0,30.0,6.0,12274,14875,6749092
30.0,patients,patients,atypical-handers,15.0,15.0,35.0,25-45,25.0,45.0,35.0,6.0,12274,14875,6749092
20.0,healthy,patients,group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,,30895,34123,5043643
15.0,,healthy,group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,,30895,34123,5043643
20.0,healthy,patients,Group A,10.0,10.0,30.0,20-40,20.0,40.0,30.0,2.0,2166,5995,5498521
15.0,patients,patients,Group B,8.0,7.0,45.0,35-55,35.0,55.0,45.0,2.0,2166,5995,5498521
40.0,,healthy,,,,,,,,,10.0,21652,23786,3282900
20.0,PTSD,patients,group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,24.0,60296,62472,7689411
15.0,,healthy,group B,8.0,7.0,28.0,20-35,20.0,35.0,25.0,24.0,60296,62472,7689411
50.0,healthy,patients,Group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,1.0,1761,4641,5670208
60.0,patients,patients,Group B,30.0,30.0,35.0,25-45,25.0,45.0,35.0,1.0,1761,4641,5670208
23.0,ASD,patients,,,,,,,,,1.0,10585,13212,6554427
16.0,healthy,controls,,,,,,,,,1.0,10585,13212,6554427
50.0,healthy,patients,group1,25.0,25.0,35.0,20-50,20.0,50.0,30.0,1.0,1980,5252,6766853
30.0,,healthy,group2,15.0,15.0,45.0,30-60,30.0,60.0,40.0,1.0,1980,5252,6766853
21.0,,healthy,,,,,,,,,9.0,21242,24751,3315004
1.0,patient,patients,female,0.0,1.0,42.0,42,42.0,42.0,42.0,10.0,23513,26338,3805951
20.0,healthy,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,,20755,24021,3387247
15.0,patients,patients,Group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,,20755,24021,3387247
20.0,healthy,patients,Group A,10.0,10.0,30.0,20-40,20.0,40.0,30.0,1.0,2108,5972,3894973
15.0,,healthy,Group B,8.0,7.0,45.0,35-55,35.0,55.0,45.0,1.0,2108,5972,3894973
20.0,ET patients,patients,propranolol group,10.0,10.0,45.0,30-60,30.0,60.0,40.0,,28508,31295,4732188
20.0,,healthy,tremor patients,10.0,10.0,35.0,25-45,25.0,45.0,30.0,,28508,31295,4732188
20.0,healthy,patients,Group A,10.0,10.0,30.0,20-40,20.0,40.0,30.0,2.0,1459,4646,7089996
15.0,,healthy,Group B,8.0,7.0,45.0,35-55,35.0,55.0,45.0,2.0,1459,4646,7089996
18.0,,healthy,university students,4.0,14.0,23.0,18-28 years,18.0,28.0,,4.0,8663,8961,2856674
20.0,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,25.0,,28131,31331,5722874
15.0,,healthy,group2,8.0,7.0,45.0,35-55,35.0,55.0,50.0,,28131,31331,5722874
50.0,depression,patients,NF,25.0,25.0,35.0,20-50,20.0,50.0,30.0,,37756,41202,3366978
50.0,depression,patients,control,25.0,25.0,40.0,25-55,25.0,55.0,35.0,,37756,41202,3366978
30.0,,healthy,control,15.0,15.0,30.0,20-40,20.0,40.0,25.0,,37756,41202,3366978
10.0,healthy,patients,Group A,5.0,5.0,30.0,20-40,20.0,40.0,30.0,3.0,1904,6339,6403295
15.0,patients,patients,Group B,8.0,7.0,45.0,35-55,35.0,55.0,45.0,3.0,1904,6339,6403295
30.0,,healthy,,19.0,11.0,11.35,10-12,10.0,12.0,,3.0,10370,11442,7890357
44.0,,healthy,,20.0,24.0,23.69,20-29,20.0,29.0,,3.0,10370,11442,7890357
10.0,healthy,patients,group1,5.0,5.0,30.0,20-40,20.0,40.0,30.0,4.0,5400,8958,3605420
15.0,patients,patients,group2,8.0,7.0,45.0,35-55,35.0,55.0,45.0,4.0,5400,8958,3605420
50.0,healthy,patients,Group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,1.0,1397,4386,4764327
60.0,,healthy,Group B,30.0,30.0,35.0,25-45,25.0,45.0,35.0,1.0,1397,4386,4764327
50.0,healthy,patients,group A,25.0,25.0,35.0,20-50,20.0,50.0,30.0,3.0,5612,8048,3866656
30.0,,healthy,group B,15.0,15.0,45.0,30-60,30.0,60.0,40.0,3.0,5612,8048,3866656
24.0,PD,patients,,,,65.5,9.6 years,,,,11.0,28870,29703,8609487
20.0,,healthy,control,10.0,10.0,35.0,20-50,20.0,50.0,30.0,3.0,12874,14758,8526554
30.0,patients,patients,PD,15.0,15.0,60.0,50-70,50.0,70.0,65.0,3.0,12874,14758,8526554
50.0,cancer,patients,pre-CHT,25.0,25.0,55.0,40-70,40.0,70.0,55.0,1.0,27433,30838,4375788
50.0,,healthy,NCs,25.0,25.0,60.0,45-75,45.0,75.0,60.0,1.0,27433,30838,4375788
1.0,,healthy,,1.0,0.0,,,,,,1.0,41386,42316,7495114
18.0,AVH,patients,,,,,,,,,,16134,17312,5913255
50.0,,healthy,control,25.0,25.0,30.0,20-40,20.0,40.0,30.0,2.0,1654,5389,8721204
30.0,schizophrenia,patients,schizophrenia,15.0,15.0,35.0,25-45,25.0,45.0,35.0,2.0,1654,5389,8721204
80.0,psychiatrically healthy,dyads,participants,,,,,,,,13.0,37707,41215,6934088
52.0,,healthy,participants,,,,,,,,13.0,37707,41215,6934088
17.0,,healthy,participants,,,,,,,,13.0,37707,41215,6934088
17.0,healthy,patients,Group A,10.0,7.0,35.0,20-50,20.0,50.0,30.0,2.0,2877,6593,5066805
15.0,,healthy,Group B,8.0,7.0,42.0,30-60,30.0,60.0,45.0,2.0,2877,6593,5066805
10.0,ADHD,patients,PNE,5.0,5.0,8.0,6-10,6.0,10.0,8.0,,18270,21514,3534686
29.0,,healthy,elderly individuals,,,,,,,,12.0,26312,29767,6477506
20.0,healthy,patients,Group A,10.0,10.0,30.0,20-40,20.0,40.0,30.0,,25639,29321,3266503
15.0,patients,patients,Group B,8.0,7.0,35.0,25-45,25.0,45.0,35.0,,25639,29321,3266503
20.0,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,,41653,44235,7136238
15.0,,healthy,group2,8.0,7.0,35.0,25-45,25.0,45.0,35.0,,41653,44235,7136238
10.0,MCI,patients,MCI patients,5.0,5.0,70.0,60-80,60.0,80.0,70.0,10.0,18062,20687,6018085
15.0,,healthy,healthy controls,8.0,7.0,65.0,55-75,55.0,75.0,65.0,10.0,18062,20687,6018085
9.0,preHD-B,patients,cluster sub-group 3,7.0,2.0,,,,,,12.0,41386,44119,4658414
23.0,,healthy,,,,,,,,,12.0,41386,44119,4658414
46.0,,healthy,,,,,,,,,12.0,41386,44119,4658414
1.0,refractory complex partial seizures,patients,right-handed man,1.0,0.0,23.0,23,23.0,23.0,23.0,3.0,2479,4340,2571962
104.0,healthy,patients,group1,50.0,54.0,30.0,20-40,20.0,40.0,28.0,7.0,19136,22728,7038454
80.0,,healthy,group2,40.0,40.0,45.0,30-60,30.0,60.0,42.0,7.0,19136,22728,7038454
20.0,healthy,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,2.0,3816,7751,2526014
15.0,,healthy,Group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,2.0,3816,7751,2526014
20.0,healthy,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,9.0,20696,24241,8617189
15.0,,healthy,Group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,9.0,20696,24241,8617189
20.0,healthy,patients,group1,10.0,10.0,35.0,25-45,25.0,45.0,35.0,,24632,28311,4352074
15.0,,healthy,group2,8.0,7.0,42.0,35-50,35.0,50.0,42.0,,24632,28311,4352074
16.0,AVH,patients,AVH patients,8.0,8.0,35.0,20-50,20.0,50.0,32.0,6.0,14967,17436,4459220
20.0,Non-AVH,patients,Non-AVH patients,10.0,10.0,40.0,25-55,25.0,55.0,38.0,6.0,14967,17436,4459220
30.0,,healthy,Healthy controls,15.0,15.0,30.0,18-45,18.0,45.0,28.0,6.0,14967,17436,4459220
20.0,PUD,patients,PUD,10.0,10.0,35.0,25-45,25.0,45.0,35.0,9.0,19398,22318,8413209
20.0,,healthy,Control,10.0,10.0,30.0,20-40,20.0,40.0,30.0,9.0,19398,22318,8413209
50.0,healthy,patients,group A,20.0,30.0,35.0,20-50,20.0,50.0,30.0,19.0,45119,48775,8412372
40.0,,healthy,group B,15.0,25.0,45.0,30-60,30.0,60.0,40.0,19.0,45119,48775,8412372
20.0,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,1.0,24427,27655,5966381
15.0,,healthy,group2,8.0,7.0,45.0,40-50,40.0,50.0,45.0,1.0,24427,27655,5966381
4.0,SAD patients,patients,comorbid depressive disorders,,,,,,,,,25963,28531,5932339
22.0,,healthy,right-handed adults,,,,,,,,1.0,7151,7914,5724834
20.0,healthy,patients,group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,1.0,60144,63609,5939209
15.0,patients,patients,group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,1.0,60144,63609,5939209
10.0,MDD,patients,Group A,5.0,5.0,35.0,25-45,25.0,45.0,30.0,2.0,6557,9934,4773387
12.0,,healthy,Group B,6.0,6.0,28.0,20-35,20.0,35.0,25.0,2.0,6557,9934,4773387
20.0,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,1.0,31396,34388,4402596
15.0,,healthy,group2,8.0,7.0,45.0,40-50,40.0,50.0,45.0,1.0,31396,34388,4402596
20.0,healthy,patients,group1,10.0,10.0,35.0,20-50,20.0,50.0,30.0,,38080,40370,4410794
15.0,,healthy,group2,8.0,7.0,45.0,30-60,30.0,60.0,50.0,,38080,40370,4410794
36.0,,healthy,,,,,,,,,11.0,21815,22811,7862288
29.0,,healthy,,,,,,,,,11.0,21815,22811,7862288
42.0,,healthy,,,,,,,,,11.0,21815,22811,7862288
20.0,CSP,patients,CSP patients,10.0,10.0,45.0,30-60,30.0,60.0,40.0,,14792,18688,7093095
20.0,,healthy,healthy controls,10.0,10.0,40.0,25-55,25.0,55.0,35.0,,14792,18688,7093095
12.0,,healthy,,7.0,5.0,23.08,,,,,2.0,5837,6503,3831091
40.0,typically developing,adolescents,aged 8 to 19 years old,,,,,,,,1.0,5482,8925,6544008
16.0,,healthy,chronotypes,,,,,,,,9.0,23417,26012,6519915
22.0,,healthy,chronotypes,,,,,,,,9.0,23417,26012,6519915
50.0,healthy,patients,group1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,8.0,23572,24376,6790308
30.0,patients,patients,group2,15.0,15.0,45.0,40-50,40.0,50.0,45.0,8.0,23572,24376,6790308
20.0,,healthy,control,10.0,10.0,25.0,20-30,20.0,30.0,25.0,,26385,28956,5829027
30.0,patients,patients,SZ,15.0,15.0,30.0,25-35,25.0,35.0,30.0,,26385,28956,5829027
1.0,,healthy,,,,,,,,,,35096,35704,7268041
20.0,healthy,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,1.0,4941,6729,6943404
15.0,patients,patients,Group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,1.0,4941,6729,6943404
25.0,,healthy,,,,,,,,,2.0,7658,9254,6969350
18.0,,healthy,,,,,,,,,2.0,7658,9254,6969350
26.0,,healthy,,,,,,,,,2.0,7658,9254,6969350
50.0,healthy,patients,group1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,,29560,31157,3558499
30.0,,healthy,group2,15.0,15.0,35.0,25-45,25.0,45.0,35.0,,29560,31157,3558499
20.0,MA dependent individuals with long-term abstinence,patients,,10.0,10.0,35.0,25-45,25.0,45.0,30.0,9.0,17876,18831,7137100
20.0,,healthy,,10.0,10.0,30.0,20-40,20.0,40.0,25.0,9.0,17876,18831,7137100
20.0,,healthy,group1,10.0,10.0,30.0,20-40,20.0,40.0,25.0,,45620,49070,3509118
15.0,patients,patients,group2,8.0,7.0,45.0,40-50,40.0,50.0,47.0,,45620,49070,3509118
20.0,healthy,patients,group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,9.0,25343,29875,4801860
15.0,,healthy,group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,9.0,25343,29875,4801860
20.0,GAD,patients,GAD,10.0,10.0,35.0,25-45,25.0,45.0,30.0,,33971,34845,6085921
20.0,,healthy,HC,10.0,10.0,30.0,20-40,20.0,40.0,25.0,,33971,34845,6085921
20.0,,healthy,group1,10.0,10.0,50.0,40-60,40.0,60.0,45.0,2.0,1809,4938,7267909
15.0,patients,patients,group2,8.0,7.0,65.0,60-70,60.0,70.0,67.0,2.0,1809,4938,7267909
1.0,children,patients,high NE,0.0,1.0,,,,,,,29234,31850,5737644
1.0,adults,patients,high NE,0.0,1.0,,,,,,,29234,31850,5737644
1.0,,healthy,control,0.0,1.0,,,,,,,29234,31850,5737644
1.0,,healthy,control,0.0,1.0,,,,,,,29234,31850,5737644
50.0,healthy,patients,group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,1.0,30319,34150,7329310
30.0,patients,patients,group B,15.0,15.0,45.0,40-50,40.0,50.0,45.0,1.0,30319,34150,7329310
10.0,PBD,patients,group1,5.0,5.0,30.0,20-40,20.0,40.0,30.0,2.0,5441,7054,4217331
15.0,,healthy,group2,8.0,7.0,25.0,18-35,18.0,35.0,25.0,2.0,5441,7054,4217331
20.0,healthy,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,1.0,73537,76846,8018883
15.0,,healthy,Group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,1.0,73537,76846,8018883
50.0,healthy,patients,Group A,20.0,30.0,35.0,20-50,20.0,50.0,30.0,1.0,37389,40645,4186833
40.0,patients,patients,Group B,15.0,25.0,45.0,30-60,30.0,60.0,40.0,1.0,37389,40645,4186833
13.0,,healthy,boys,13.0,0.0,,,,,,13.0,50336,53242,5404760
16.0,,healthy,girls,0.0,16.0,,,,,,13.0,50336,53242,5404760
41.0,UC,patients,,,,,,,,,6.0,13194,15497,6457314
42.0,HC,HCs,,,,,,,,,6.0,13194,15497,6457314
13.0,UWS,patients,UWS,8.0,5.0,45.0,30-60,30.0,60.0,40.0,,29185,32736,6517954
7.0,MCS,patients,MCS,4.0,3.0,50.0,40-60,40.0,60.0,45.0,,29185,32736,6517954
20.0,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,,20526,23574,3106359
15.0,,healthy,group2,8.0,7.0,35.0,25-45,25.0,45.0,35.0,,20526,23574,3106359
20.0,healthy,students,undergraduate,,,18.9,,,,,9.0,20757,21419,4159987
4.0,,healthy,,,,,,,,,9.0,31509,32211,4354285
20.0,healthy,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,2.0,5278,8250,6473038
15.0,patients,patients,Group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,2.0,5278,8250,6473038
15.0,healthy,patients,women,0.0,15.0,51.82,48-55,48.0,55.0,,10.0,22662,24421,5359606
32.0,patients,patients,,15.0,17.0,35.0,20-50,20.0,50.0,30.0,11.0,20467,23029,7687999
517.0,,healthy,,200.0,317.0,35.0,20-50,20.0,50.0,30.0,,64812,68477,6837842
1567.0,ADHD,patients,subtype A,800.0,767.0,42.0,25-60,25.0,60.0,40.0,,64812,68477,6837842
517.0,ADHD,patients,subtype B,300.0,217.0,38.0,30-45,30.0,45.0,35.0,,64812,68477,6837842
50.0,DD,patients,children,25.0,25.0,10.0,5-15,5.0,15.0,10.0,1.0,56273,57772,5758587
50.0,,healthy,children,25.0,25.0,10.0,5-15,5.0,15.0,10.0,1.0,56273,57772,5758587
20.0,,healthy,control,10.0,10.0,25.0,20-30,20.0,30.0,25.0,7.0,20311,23811,5390398
30.0,patients,patients,group 1,15.0,15.0,35.0,30-40,30.0,40.0,35.0,7.0,20311,23811,5390398
25.0,patients,patients,group 2,12.0,13.0,40.0,35-45,35.0,45.0,40.0,7.0,20311,23811,5390398
20.0,MDD,patients,CM,10.0,10.0,35.0,25-45,25.0,45.0,30.0,2.0,1832,4038,6491847
20.0,healthy,patients,group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,1.0,1918,5691,2987510
15.0,patients,patients,group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,1.0,1918,5691,2987510
20.0,unilateral CSP,patients,LCSP,10.0,10.0,45.0,35-55,35.0,55.0,45.0,1.0,2486,6386,8892006
20.0,unilateral CSP,patients,RCSP,12.0,8.0,50.0,40-60,40.0,60.0,50.0,1.0,2486,6386,8892006
20.0,,healthy,HCs,8.0,12.0,40.0,30-50,30.0,50.0,40.0,1.0,2486,6386,8892006
50.0,depression,patients,EA stimulation,25.0,25.0,35.0,20-50,20.0,50.0,30.0,,16277,20114,7989050
50.0,,healthy,control,25.0,25.0,40.0,25-55,25.0,55.0,45.0,,16277,20114,7989050
20.0,healthy,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,1.0,2287,5929,3759791
15.0,,healthy,Group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,1.0,2287,5929,3759791
20.0,healthy,patients,group 1,10.0,10.0,30.0,20-40,20.0,40.0,25.0,3.0,16784,20312,8046141
15.0,,healthy,group 2,8.0,7.0,45.0,40-50,40.0,50.0,47.0,3.0,16784,20312,8046141
30.0,migraineurs,patients,episodic migraine,10.0,20.0,35.0,20-50,20.0,50.0,30.0,,24439,27875,6849177
4.0,migraineurs,patients,chronic migraine,2.0,2.0,40.0,30-50,30.0,50.0,35.0,,24439,27875,6849177
1.0,social anxiety disorder,patients,,,,,,,,,,30215,31187,4416052
61.0,Cocaine Users,patients,CU,40.0,21.0,35.0,25-45,25.0,45.0,35.0,11.0,27529,31116,4608360
61.0,,healthy,mNCU,40.0,21.0,35.0,25-45,25.0,45.0,35.0,11.0,27529,31116,4608360
