count,diagnosis,group_name,subgroup_name,male count,female count,age mean,age range,age minimum,age maximum,age median,rank,start_char,end_char,pmcid
22,nave,participants,nave subjects,,,,,,,,6.0,32328,35431,3499736
1,refractory complex partial seizures,patients,right-handed man,1.0,0.0,23.0,23,23.0,23.0,23.0,3.0,2479,4340,2571962
50,depressed,patients,adolescents,25.0,25.0,16.5,13-19,13.0,19.0,16.0,15.0,46396,49924,4740953
15,schizophrenia,patients,,,,,,,,,2.0,6336,7796,4573090
14,,healthy,cohort,,,,,,,,2.0,6336,7796,4573090
50,,healthy,control,25.0,25.0,30.0,20-40,20.0,40.0,30.0,2.0,2879,5790,8774251
30,patients,patients,experimental,15.0,15.0,45.0,40-50,40.0,50.0,45.0,2.0,2879,5790,8774251
16,neurologically normal,volunteers,,8.0,8.0,27.4,,,,,3.0,8601,9227,4160952
80,refractory TLE,patients,,40.0,40.0,35.0,20-50,20.0,50.0,30.0,,36451,37896,7815622
1,healthy,patients,group1,10.0,15.0,35.0,20-50,20.0,50.0,30.0,,75522,79030,7268023
2,,healthy,group2,5.0,8.0,45.0,30-60,30.0,60.0,40.0,,75522,79030,7268023
10,KS,patients,group 1,5.0,5.0,30.0,20-40,20.0,40.0,30.0,12.0,45482,47588,4773384
15,,healthy,group 2,8.0,7.0,25.0,18-35,18.0,35.0,25.0,12.0,45482,47588,4773384
50,healthy,patients,group1,25.0,25.0,35.0,20-50,20.0,50.0,30.0,1.0,46110,49249,3847547
30,,healthy,group2,15.0,15.0,45.0,30-60,30.0,60.0,40.0,1.0,46110,49249,3847547
20,AD,patients,Group A,10.0,10.0,65.0,50-80,50.0,80.0,60.0,1.0,2461,5293,7960059
15,AD,patients,Group B,8.0,7.0,70.0,60-80,60.0,80.0,75.0,1.0,2461,5293,7960059
10,,healthy,Group C,5.0,5.0,55.0,40-70,40.0,70.0,60.0,1.0,2461,5293,7960059
10,,healthy,young adults,5.0,5.0,25.0,20-30,20.0,30.0,25.0,6.0,1967,5137,3886996
15,stroke patients,patients,elderly,8.0,7.0,70.0,65-75,65.0,75.0,70.0,6.0,1967,5137,3886996
20,BPD,patients,Group A,10.0,10.0,30.0,20-40,20.0,40.0,30.0,2.0,1745,4514,6430005
15,BPD,patients,Group B,5.0,10.0,35.0,25-45,25.0,45.0,35.0,2.0,1745,4514,6430005
25,,healthy,Group C,15.0,10.0,40.0,30-50,30.0,50.0,40.0,2.0,1745,4514,6430005
43,,healthy,,,,,,,,,1.0,28742,31073,8789908
50,boys with a history of low peer preference,patients,boys,25.0,25.0,10.0,8-12,8.0,12.0,10.0,3.0,6399,7722,6969346
50,boys with a history of high peer preference,patients,boys,25.0,25.0,10.0,8-12,8.0,12.0,10.0,3.0,6399,7722,6969346
12,clinically unaffected,HET,,6.0,6.0,45.0,30-60,30.0,60.0,45.0,,24206,27589,5082970
10,clinically definite PD,HOM,,5.0,5.0,50.0,40-60,40.0,60.0,50.0,,24206,27589,5082970
20,,healthy,control,10.0,10.0,25.0,20-30,20.0,30.0,25.0,2.0,1830,5709,2724104
30,patients,patients,experimental,15.0,15.0,35.0,30-40,30.0,40.0,35.0,2.0,1830,5709,2724104
20,CMSKP,patients,group 1,10.0,10.0,45.0,30-60,30.0,60.0,40.0,,40850,42451,4619796
20,,healthy,group 2,10.0,10.0,35.0,20-50,20.0,50.0,30.0,,40850,42451,4619796
17,CB,PB,,,,,,,,,8.0,29385,32840,4792877
20,FEP patients,patients,FEP patients,10.0,10.0,25.0,20-30,20.0,30.0,25.0,9.0,24665,28116,5053033
15,UHR,patients,UHR participants,8.0,7.0,23.0,18-28,18.0,28.0,23.0,9.0,24665,28116,5053033
25,,healthy,HC individuals,12.0,13.0,27.0,22-32,22.0,32.0,27.0,9.0,24665,28116,5053033
20,healthy,patients,YMP,10.0,10.0,30.0,20-40,20.0,40.0,30.0,7.0,16230,19396,3405281
20,healthy,controls,,10.0,10.0,35.0,25-45,25.0,45.0,35.0,7.0,16230,19396,3405281
50,healthy,patients,group1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,,73270,74629,8669024
40,,healthy,group2,20.0,20.0,35.0,25-45,25.0,45.0,35.0,,73270,74629,8669024
13,CD,patients,CD subjects,10.0,3.0,35.0,25-45,25.0,45.0,30.0,2.0,5589,8158,4459041
10,,healthy,controls,5.0,5.0,30.0,20-40,20.0,40.0,25.0,2.0,5589,8158,4459041
3,,healthy,,,,,,,,,10.0,47820,49225,5320604
20,BPD,patients,Group 1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,3.0,7249,10166,3585713
15,,healthy,Group 2,8.0,7.0,35.0,25-45,25.0,45.0,35.0,3.0,7249,10166,3585713
50,BD,patients,BDs,25.0,25.0,21.0,18-25,18.0,25.0,20.0,1.0,9341,10641,7296115
50,,healthy,controls,25.0,25.0,20.0,19-24,19.0,24.0,21.0,1.0,9341,10641,7296115
20,healthy,patients,Group A,10.0,10.0,30.0,20-40,20.0,40.0,30.0,2.0,1525,4309,2944888
15,,healthy,Group B,8.0,7.0,45.0,35-55,35.0,55.0,45.0,2.0,1525,4309,2944888
20,,healthy,control,10.0,10.0,25.0,20-30,20.0,30.0,25.0,2.0,3035,6859,6978675
30,patients,patients,schizophrenia,15.0,15.0,35.0,30-40,30.0,40.0,35.0,2.0,3035,6859,6978675
20,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,5.0,6988,10464,4318429
15,,healthy,group2,8.0,7.0,45.0,40-50,40.0,50.0,45.0,5.0,6988,10464,4318429
20,PHN,patients,PHN patients,10.0,10.0,45.0,30-60,30.0,60.0,40.0,2.0,2315,5740,6302822
20,,healthy,healthy controls,10.0,10.0,40.0,25-55,25.0,55.0,35.0,2.0,2315,5740,6302822
24,left TLE,patients,left TLE,12.0,12.0,,,,,,7.0,16574,18864,4471632
24,right TLE,patients,right TLE,12.0,12.0,,,,,,7.0,16574,18864,4471632
50,healthy,patients,group A,25.0,25.0,40.0,30-50,30.0,50.0,40.0,3.0,7312,11222,6737283
30,,healthy,group B,15.0,15.0,45.0,40-50,40.0,50.0,45.0,3.0,7312,11222,6737283
2,,healthy,young adults,1.0,1.0,25.0,20-30,20.0,30.0,25.0,12.0,40957,44623,7328027
1,older adults,patients,older adults,0.0,1.0,65.0,60-70,60.0,70.0,65.0,12.0,40957,44623,7328027
50,healthy,patients,group A,25.0,25.0,35.0,20-50,20.0,50.0,30.0,13.0,36069,38446,7336154
30,,healthy,group B,15.0,15.0,45.0,30-60,30.0,60.0,50.0,13.0,36069,38446,7336154
1,,healthy,,,,,,,,,7.0,8949,9577,5944238
1,,healthy,,,,,,,,,7.0,8949,9577,5944238
50,healthy,patients,group1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,16.0,39289,43243,4543892
30,,healthy,group2,15.0,15.0,45.0,40-50,40.0,50.0,45.0,16.0,39289,43243,4543892
50,healthy,patients,children,25.0,25.0,10.0,5-15,5.0,15.0,10.0,3.0,8220,9614,6819316
1,conversion disorder with motor paralysis,patients,patient,1.0,0.0,,,,,,3.0,9732,12001,7292267
25,ASD,patients,male,25.0,0.0,,,,,,14.0,36729,38039,4552824
28,,healthy,male,28.0,0.0,,,,,,14.0,36729,38039,4552824
2,ASD,patients,female,0.0,2.0,,,,,,14.0,36729,38039,4552824
3,,healthy,female,0.0,3.0,,,,,,14.0,36729,38039,4552824
11,smokers with and without PTSD,participants,,,,,,,,,3.0,3533,4441,3374941
20,,healthy,control,10.0,10.0,25.0,20-30,20.0,30.0,25.0,15.0,36336,39156,4917538
30,patients,patients,experimental,15.0,15.0,35.0,30-40,30.0,40.0,35.0,15.0,36336,39156,4917538
40,MDD,patients,unmedicated,,,,,,,,3.0,10216,12286,8668990
64,,healthy,,,,,,,,,3.0,10216,12286,8668990
50,obesity,patients,group 1,25.0,25.0,40.0,30-50,30.0,50.0,40.0,12.0,31844,34985,6463125
50,,healthy,group 2,30.0,20.0,35.0,25-45,25.0,45.0,35.0,12.0,31844,34985,6463125
1,typically developing children,patients,first group,0.0,1.0,,,,,,2.0,5478,7030,8134957
20,,healthy,HC,10.0,10.0,30.0,20-40,20.0,40.0,30.0,7.0,22999,26746,6234525
30,MDD,patients,MDD,15.0,15.0,35.0,25-45,25.0,45.0,35.0,7.0,22999,26746,6234525
28,healthy,patients,group1,15.0,13.0,35.0,20-50,20.0,50.0,30.0,6.0,17467,19909,4614048
20,,healthy,group2,10.0,10.0,45.0,30-60,30.0,60.0,40.0,6.0,17467,19909,4614048
24,,healthy,,,,,,,,,5.0,10366,12585,5863896
2,healthy,patients,children,1.0,1.0,10.0,8-12,8.0,12.0,10.0,7.0,16908,19214,6987717
3,patients,patients,younger adults,2.0,1.0,25.0,20-30,20.0,30.0,25.0,7.0,16908,19214,6987717
4,patients,patients,older adults,2.0,2.0,60.0,55-65,55.0,65.0,60.0,7.0,16908,19214,6987717
14,healthy,patients,group1,7.0,7.0,30.0,20-40,20.0,40.0,25.0,,71333,74158,4709269
10,,healthy,group2,5.0,5.0,35.0,30-40,30.0,40.0,35.0,,71333,74158,4709269
1,,healthy,young adults,1.0,0.0,25.0,20-30,20.0,30.0,25.0,,20116,22965,5701943
14,,healthy,female,6.0,14.0,,,,,,12.0,20157,24040,5689580
6,,healthy,male,6.0,14.0,,,,,,12.0,20157,24040,5689580
16,insomnia,patients,female,5.0,16.0,,,,,,12.0,20157,24040,5689580
5,insomnia,patients,male,5.0,16.0,,,,,,12.0,20157,24040,5689580
10,healthy,patients,group1,5.0,5.0,30.0,20-40,20.0,40.0,25.0,12.0,23071,25836,3965474
15,patients,patients,group2,8.0,7.0,45.0,35-55,35.0,55.0,50.0,12.0,23071,25836,3965474
15,healthy,patients,group1,8.0,7.0,35.0,25-45,25.0,45.0,30.0,8.0,31116,34867,3330757
20,,healthy,group2,10.0,10.0,40.0,30-50,30.0,50.0,35.0,8.0,31116,34867,3330757
8,healthy,patients,group1,4.0,4.0,30.0,20-40,20.0,40.0,30.0,14.0,39576,41879,4522562
10,,healthy,group2,6.0,4.0,35.0,25-45,25.0,45.0,35.0,14.0,39576,41879,4522562
20,PTSD-NC,patients,PTSD-NC,10.0,10.0,35.0,25-45,25.0,45.0,30.0,9.0,26584,28424,5842755
15,VC-NC,patients,VC-NC,8.0,7.0,40.0,30-50,30.0,50.0,45.0,9.0,26584,28424,5842755
25,PTSD-VC,patients,PTSD-VC,12.0,13.0,38.0,28-48,28.0,48.0,35.0,9.0,26584,28424,5842755
30,,healthy,healthy,15.0,15.0,30.0,20-40,20.0,40.0,25.0,9.0,26584,28424,5842755
20,MHE,patients,Group A,10.0,10.0,45.0,30-60,30.0,60.0,40.0,2.0,2583,5956,3401202
15,MHE,patients,Group B,8.0,7.0,50.0,40-60,40.0,60.0,55.0,2.0,2583,5956,3401202
50,healthy,patients,group1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,3.0,4958,8137,3719031
30,,healthy,group2,15.0,15.0,45.0,40-50,40.0,50.0,45.0,3.0,4958,8137,3719031
10,CT,patients,VPT,5.0,5.0,25.0,20-30,20.0,30.0,25.0,,30951,34740,4215530
10,CT,patients,VPT,5.0,5.0,25.0,20-30,20.0,30.0,25.0,,30951,34740,4215530
1,adolescents,participants,adolescents,0.0,1.0,,,,,,3.0,12234,15042,4639442
20,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,1.0,8072,11633,6970152
15,,healthy,group2,8.0,7.0,45.0,40-50,40.0,50.0,45.0,1.0,8072,11633,6970152
7,,healthy,,4.0,3.0,,18-36 years old,,,,3.0,5805,6342,3000383
1,,healthy,MRI,1.0,0.0,30.0,20-40,20.0,40.0,30.0,,29775,33527,5490670
2,patients,patients,MRI,1.0,1.0,45.0,40-50,40.0,50.0,45.0,,29775,33527,5490670
20,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,6.0,24253,27573,7416051
15,,healthy,group2,8.0,7.0,45.0,40-50,40.0,50.0,45.0,6.0,24253,27573,7416051
10,perinatal stroke,patients,Group A,5.0,5.0,8.0,5-12,5.0,12.0,9.0,2.0,2247,6176,6536856
15,,healthy,Group B,8.0,7.0,10.0,7-15,7.0,15.0,11.0,2.0,2247,6176,6536856
20,healthy,patients,group1,10.0,10.0,35.0,25-45,25.0,45.0,30.0,16.0,33120,36337,3928251
15,,healthy,group2,8.0,7.0,42.0,35-50,35.0,50.0,45.0,16.0,33120,36337,3928251
10,,healthy,no-feedback,5.0,5.0,30.0,20-40,20.0,40.0,30.0,21.0,64254,67786,5953410
73,schizophrenia,patients,,40.0,33.0,35.0,20-50,20.0,50.0,36.0,1.0,1548,5359,5277003
70,,healthy,,35.0,35.0,32.0,25-45,25.0,45.0,33.0,1.0,1548,5359,5277003
18,,healthy,,10.0,8.0,25.0,22-29,22.0,29.0,,2.0,8993,9484,4493392
50,healthy,patients,Group A,25.0,25.0,35.0,20-50,20.0,50.0,30.0,2.0,2369,4951,4587539
30,,healthy,Group B,15.0,15.0,45.0,30-60,30.0,60.0,40.0,2.0,2369,4951,4587539
14,ASL-English bilinguals,participants,ASL-English bilinguals,5.0,9.0,27.0,,,,,4.0,7250,10898,4033845
50,healthy,patients,group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,1.0,1584,5212,3283587
30,patients,patients,group B,15.0,15.0,45.0,40-50,40.0,50.0,45.0,1.0,1584,5212,3283587
50,healthy,patients,Group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,4.0,8834,11226,3566602
30,,healthy,Group B,15.0,15.0,45.0,40-50,40.0,50.0,45.0,4.0,8834,11226,3566602
50,healthy,patients,group A,25.0,25.0,35.0,20-50,20.0,50.0,30.0,12.0,44559,48198,4175071
40,,healthy,group B,20.0,20.0,45.0,30-60,30.0,60.0,40.0,12.0,44559,48198,4175071
50,,healthy,control,25.0,25.0,30.0,20-40,20.0,40.0,30.0,1.0,2357,5205,6477654
100,patients,patients,smokers,70.0,30.0,45.0,30-60,30.0,60.0,45.0,1.0,2357,5205,6477654
113,,healthy,,,,,,,,,7.0,15270,17908,4375642
33,baseline aMCI group,patients,baseline,,,,,,,,8.0,11087,14609,3174167
31,follow-up aMCI group,patients,follow-up,,,,,,,,8.0,11087,14609,3174167
35,,healthy,baseline,,,,,,,,8.0,11087,14609,3174167
35,,healthy,follow-up,,,,,,,,8.0,11087,14609,3174167
20,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,25.0,7.0,23890,26816,7268040
15,,healthy,group2,8.0,7.0,35.0,25-45,25.0,45.0,30.0,7.0,23890,26816,7268040
25,,healthy,right-handed males,25.0,0.0,22.0,22-22,22.0,22.0,22.0,4.0,10951,12291,3546317
50,,healthy,control,25.0,25.0,30.0,20-40,20.0,40.0,30.0,4.0,11471,13381,5983530
50,patients,patients,AD,30.0,20.0,65.0,50-80,50.0,80.0,70.0,4.0,11471,13381,5983530
1,healthy,patients,group1,5.0,3.0,30.0,20-40,20.0,40.0,25.0,5.0,5601,7417,4477192
2,,healthy,group2,4.0,6.0,45.0,40-50,40.0,50.0,47.0,5.0,5601,7417,4477192
3,healthy,patients,children,2.0,1.0,10.0,8-12,8.0,12.0,10.0,3.0,16791,20157,6481189
19,ARMS,patients,,10.0,9.0,25.6,18-35,18.0,35.0,24.0,8.0,18474,21310,4625212
20,,healthy,,10.0,10.0,26.3,19-36,19.0,36.0,25.0,8.0,18474,21310,4625212
64,patients,controls,,,,,,,,,,5609,6770,7840726
64,patients,patients,,,,,,,,,,5609,6770,7840726
31,healthy,patients,group1,15.0,16.0,25.0,20-30,20.0,30.0,25.0,9.0,19155,22820,5709437
25,,healthy,group2,10.0,15.0,35.0,30-40,30.0,40.0,35.0,9.0,19155,22820,5709437
20,PC,patients,Group 1,10.0,10.0,65.0,60-75,60.0,75.0,65.0,1.0,2259,4980,8316979
15,PC,patients,Group 2,8.0,7.0,70.0,65-75,65.0,75.0,70.0,1.0,2259,4980,8316979
25,,healthy,Group 1,12.0,13.0,68.0,60-75,60.0,75.0,68.0,1.0,2259,4980,8316979
14,healthy,adults,without being exposed to the bed rest procedure,,,,,,,,,18534,19833,4046318
10,PD,patients,menstrual phase,5.0,5.0,40.0,30-50,30.0,50.0,40.0,1.0,19295,23294,6489567
56,,healthy,,,,,,,,,7.0,14269,16010,8119860
20,socially anxious,patients,highly socially anxious,10.0,10.0,25.0,20-30,20.0,30.0,25.0,10.0,26191,29487,4441506
50,healthy,patients,Group A,20.0,30.0,35.0,20-50,20.0,50.0,30.0,10.0,20814,22727,8886646
40,,healthy,Group B,15.0,25.0,45.0,30-60,30.0,60.0,40.0,10.0,20814,22727,8886646
6,amputees,patients,right hand amputees,4.0,2.0,45.0,30-60,30.0,60.0,42.0,6.0,10261,12573,4461307
7,,healthy,left-hand dominant controls,3.0,4.0,38.0,25-50,25.0,50.0,35.0,6.0,10261,12573,4461307
17,,healthy,,,,25.13,,,,,1.0,6537,7167,7226604
42,,healthy,,15.0,27.0,,18-30 years,18.0,30.0,,5.0,8707,8977,4536227
27,Psychogenic ED,patients,Psychogenic ED Patient,,,,,,,,3.0,5877,8135,4477190
27,,healthy,Healthy Subject,,,,,,,,3.0,5877,8135,4477190
10,non-shy,patients,male,5.0,5.0,35.0,25-45,25.0,45.0,30.0,8.0,22894,26711,4274875
12,shy,patients,male,8.0,4.0,40.0,30-50,30.0,50.0,35.0,8.0,22894,26711,4274875
10,non-shy,patients,female,0.0,10.0,30.0,20-40,20.0,40.0,25.0,8.0,22894,26711,4274875
12,shy,patients,female,0.0,12.0,35.0,25-45,25.0,45.0,30.0,8.0,22894,26711,4274875
86,anxious,patients,adolescents,40.0,46.0,15.5,13-18,13.0,18.0,15.0,7.0,24466,26068,4466042
86,,healthy,adults,40.0,46.0,30.5,25-35,25.0,35.0,30.0,7.0,24466,26068,4466042
9,extrapunitive,extrapunitive,,,,,,,,,13.0,27566,30620,3893263
9,intropunitive,intropunitive,,,,,,,,,13.0,27566,30620,3893263
24,,healthy,,,,,,,,,4.0,11661,15640,4378329
20,healthy,patients,group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,8.0,22322,25858,3807048
15,patients,patients,group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,8.0,22322,25858,3807048
20,healthy,patients,Group A,10.0,10.0,35.0,20-50,20.0,50.0,30.0,3.0,1886,5350,3394200
15,patients,patients,Group B,8.0,7.0,45.0,30-60,30.0,60.0,50.0,3.0,1886,5350,3394200
126,,healthy,,,,,,,,,3.0,8021,8833,8786954
40,bipolar-I disorder,patients,BD risk,,,,,,,,3.0,8021,8833,8786954
41,major depressive disorder,patients,MDD risk,,,,,,,,3.0,8021,8833,8786954
45,no personal or family history of psychopathology,patients,HC,,,,,,,,3.0,8021,8833,8786954
20,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,25.0,5.0,10580,12131,6200838
15,patients,patients,group2,8.0,7.0,45.0,35-55,35.0,55.0,50.0,5.0,10580,12131,6200838
1,,healthy,,,,,,,,,,35096,35704,7268041
50,overweight,patients,overweight patients,25.0,25.0,30.0,20-40,20.0,40.0,30.0,2.0,1860,5018,8779446
50,,healthy,healthy participants,25.0,25.0,25.0,18-35,18.0,35.0,25.0,2.0,1860,5018,8779446
20,,healthy,control,10.0,10.0,25.0,20-30,20.0,30.0,25.0,,46193,49970,7499173
30,patients,patients,treatment,15.0,15.0,40.0,35-45,35.0,45.0,40.0,,46193,49970,7499173
50,schizophrenia patients,patients,"first-episode, drug-naive",25.0,25.0,30.0,20-40,20.0,40.0,30.0,2.0,5529,7600,7267906
50,,healthy,,25.0,25.0,35.0,25-45,25.0,45.0,35.0,2.0,5529,7600,7267906
17,OCD,patients,boys,17.0,0.0,,,,,,3.0,6491,8403,4723992
23,healthy,controls,boys,23.0,0.0,,,,,,3.0,6491,8403,4723992
20,cirrhosis,patients,OHE,10.0,10.0,45.0,30-60,30.0,60.0,40.0,,15016,18342,8628146
15,cirrhosis,patients,no-OHE,8.0,7.0,50.0,40-65,40.0,65.0,55.0,,15016,18342,8628146
22,GABA,patients,renewal,,,,,,,,13.0,31323,34126,5707232
5,GABA,patients,non-renewal,,,,,,,,13.0,31323,34126,5707232
11,PLAC,patients,renewal,,,,,,,,13.0,31323,34126,5707232
16,PLAC,patients,non-renewal,,,,,,,,13.0,31323,34126,5707232
21,medicated PD,patients,medicated,,,,,,,,1.0,2259,5452,5423613
21,,healthy,matched,,,,,,,,1.0,2259,5452,5423613
50,healthy,patients,group1,20.0,30.0,35.0,20-50,20.0,50.0,30.0,9.0,26937,29684,5082531
40,,healthy,group2,15.0,25.0,45.0,30-60,30.0,60.0,40.0,9.0,26937,29684,5082531
6,healthy,patients,group1,3.0,3.0,30.0,20-40,20.0,40.0,30.0,6.0,12829,14038,7501693
8,patients,patients,group2,4.0,4.0,35.0,25-45,25.0,45.0,35.0,6.0,12829,14038,7501693
11,stroke,patients,HF-rTMS,6.0,5.0,55.0,45-65,45.0,65.0,55.0,1.0,29852,32988,7840259
12,stroke,patients,LF-rTMS,7.0,5.0,58.0,50-70,50.0,70.0,58.0,1.0,29852,32988,7840259
10,stroke,patients,sham,5.0,5.0,60.0,55-65,55.0,65.0,60.0,1.0,29852,32988,7840259
151,,healthy,,57.0,94.0,,,,,,13.0,22727,26450,4585217
32,,healthy,right-handed male,32.0,0.0,23.0,30 years,19.0,30.0,23.0,1.0,5240,5981,4960610
50,SZ,patients,SZ patients,25.0,25.0,35.0,20-50,20.0,50.0,30.0,14.0,33091,34227,8515297
50,,healthy,healthy participants,25.0,25.0,40.0,25-55,25.0,55.0,35.0,14.0,33091,34227,8515297
48,BPD,patients,,,,,,,,,2.0,5498,6591,5561271
39,,healthy,,,,,,,,,2.0,5498,6591,5561271
21,cluster-C personality disorder (CPD),patients,,,,,,,,,2.0,5498,6591,5561271
20,,healthy,control,10.0,10.0,30.0,20-40,20.0,40.0,30.0,2.0,1443,5016,5337373
30,patients,patients,BP,15.0,15.0,45.0,35-55,35.0,55.0,45.0,2.0,1443,5016,5337373
3,,healthy,volunteers,2.0,1.0,30.0,20-40,25.0,35.0,30.0,2.0,5352,8585,3523259
49,symptomatic carotid artery disease,patients,consecutive,,,,,,,,4.0,4255,6999,3950546
21,transient ischemia,patients,,,,,,,,,4.0,4255,6999,3950546
11,left ICA stenosis or occlusion,patients,,,,,,,,,4.0,4255,6999,3950546
10,right ICA stenosis or occlusion,patients,,,,,,,,,4.0,4255,6999,3950546
21,,healthy,,,,,,,,,4.0,4255,6999,3950546
1,healthy,patients,group1,5.0,3.0,35.0,25-45,25.0,45.0,30.0,1.0,6591,8790,3668141
2,patients,patients,group2,7.0,5.0,42.0,35-50,35.0,50.0,40.0,1.0,6591,8790,3668141
70,patient cases,patients,,32.0,30.0,27.9,14 yr to 48 yr,14.0,48.0,,8.0,14455,15287,5655301
64,,healthy,controls,35.0,29.0,29.1,15 to 45,15.0,45.0,,8.0,14455,15287,5655301
20,,healthy,control,10.0,10.0,25.0,20-30,20.0,30.0,25.0,5.0,14911,17417,4341570
30,patients,patients,experimental,15.0,15.0,40.0,35-45,35.0,45.0,40.0,5.0,14911,17417,4341570
7,amblyopia,patients,juvenile,4.0,3.0,9.5,7-12,7.0,12.0,9.0,,24247,27804,3335782
1,,healthy,juvenile,1.0,0.0,10.0,10,10.0,10.0,10.0,,24247,27804,3335782
50,healthy,patients,group1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,16.0,57273,59797,8777223
30,,healthy,group2,15.0,15.0,45.0,40-50,40.0,50.0,45.0,16.0,57273,59797,8777223
30,,healthy,,,,,,,,,6.0,16984,20328,2803733
50,alcohol dependence,patients,mGluR5,30.0,20.0,45.0,30-60,30.0,60.0,40.0,1.0,2326,5311,8228527
2,CP,patients,severe brain lesions,1.0,1.0,10.0,8-12,8.0,12.0,10.0,,32741,33997,6114065
3,CP,patients,mild brain lesions,2.0,1.0,9.0,7-11,7.0,11.0,9.0,,32741,33997,6114065
20,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,4.0,8372,12055,5890144
15,,healthy,group2,8.0,7.0,45.0,40-50,40.0,50.0,45.0,4.0,8372,12055,5890144
50,healthy,patients,Group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,2.0,4397,8175,8717427
30,patients,patients,Group B,15.0,15.0,45.0,40-50,40.0,50.0,45.0,2.0,4397,8175,8717427
41,PTSD,patients,male,12.0,29.0,35.2,18-55,18.0,55.0,32.0,2.0,28736,30524,6728879
41,noPTSD,patients,female,12.0,29.0,35.2,18-55,18.0,55.0,32.0,2.0,28736,30524,6728879
20,primary (lifelong) vaginismus,patients,women,,,25.3,,,,,4.0,9975,13152,3898929
21,,healthy,women,,,23.0,,,,,4.0,9975,13152,3898929
21,dyspareunia,patients,women,,,23.1,,,,,4.0,9975,13152,3898929
20,adolescent depression,patients,depressed adolescents,10.0,10.0,16.0,14-18,14.0,18.0,16.0,2.0,2946,6617,4650987
20,,healthy,healthy adolescents,10.0,10.0,16.0,14-18,14.0,18.0,16.0,2.0,2946,6617,4650987
9,group A,patients,subgroup 1,5.0,4.0,35.0,25-45,25.0,45.0,30.0,12.0,28732,31612,6070862
10,group B,patients,subgroup 2,6.0,4.0,40.0,30-50,30.0,50.0,35.0,12.0,28732,31612,6070862
12,,healthy,subgroup 1,7.0,5.0,28.0,20-35,20.0,35.0,25.0,12.0,28732,31612,6070862
11,,healthy,subgroup 2,5.0,6.0,32.0,25-40,25.0,40.0,30.0,12.0,28732,31612,6070862
16,,healthy,,,,,,,,,13.0,23672,27221,3643713
10,NF1,patients,children,5.0,5.0,12.0,8-16,8.0,16.0,10.0,1.0,2804,6219,5501884
15,NF1,patients,adults,8.0,7.0,30.0,25-40,25.0,40.0,32.0,1.0,2804,6219,5501884
20,healthy,patients,group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,3.0,5472,9281,5101412
15,,healthy,group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,3.0,5472,9281,5101412
20,NPC patients,patients,post-RT,10.0,10.0,45.0,30-60,30.0,60.0,40.0,12.0,25890,29696,6660255
41,PD patients,patients,,20.0,21.0,65.0,50-80,50.0,80.0,68.0,6.0,20287,21520,3631252
44,,healthy,,22.0,22.0,60.0,45-75,45.0,75.0,62.0,6.0,20287,21520,3631252
16,,healthy,,6.0,10.0,25.7,5.8,,,,3.0,3386,4053,6400097
50,healthy,patients,group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,2.0,1592,5306,3378082
40,patients,patients,group B,20.0,20.0,45.0,35-55,35.0,55.0,45.0,2.0,1592,5306,3378082
20,autism,patients,autistic,15.0,5.0,25.0,20-30,20.0,30.0,25.0,3.0,26402,27257,4116759
20,,healthy,typical,10.0,10.0,30.0,25-35,25.0,35.0,30.0,3.0,26402,27257,4116759
20,AN,patients,AN patients,10.0,10.0,25.0,20-30,20.0,30.0,25.0,10.0,32569,35210,4806909
20,,healthy,healthy controls,10.0,10.0,30.0,25-35,25.0,35.0,30.0,10.0,32569,35210,4806909
14,patients,cohort,learning to write with their unaffected limb,,,,,,,,13.0,35975,39059,3805688
76,,healthy,,,,,,,,,1.0,4499,5369,5138827
30,healthy,participants,familiar,15.0,15.0,25.0,20-30,20.0,30.0,25.0,5.0,8391,9542,4379998
30,healthy,participants,unfamiliar,15.0,15.0,30.0,25-35,25.0,35.0,30.0,5.0,8391,9542,4379998
20,,healthy,,6.0,14.0,23.3,19-30,19.0,30.0,,5.0,13622,14007,4182029
50,healthy,patients,Group A,25.0,25.0,35.0,20-50,20.0,50.0,30.0,10.0,17945,20273,3544542
30,patients,patients,Group B,15.0,15.0,45.0,30-60,30.0,60.0,40.0,10.0,17945,20273,3544542
